SC_ALL_Plvl,nwords,cl_av_deps,cl_ndeps_std_dev,acad_av_construction_freq,acad_av_construction_freq_type,acad_av_construction_freq_stdev
SC_all_p4,297,2.666666667,0.967733402,148487.7179,128318.5313,197444.7515
SC_all_p4,639,2.433333333,1.101009638,117614.4954,107974.0215,194789.1096
SC_all_p4,186,1.825,0.802729718,206392.8462,203729.3889,287279.4459
SC_all_p4,96,1.529411765,1.03569511,166005.5,166005.5,256103.029
SC_all_p4,161,1.896551724,0.922695735,156561.5714,156561.5714,240204.504
SC_all_p4,125,2.727272727,0.913625056,74791.8,66443.26316,156625.2871
SC_all_p4,169,2.515151515,0.891753877,88594.88889,88594.88889,159597.1887
SC_all_p4,424,2.282051282,1.153561218,185674.6912,148047.9322,274914.0856
SC_all_p4,182,2.307692308,0.991084517,127762.4211,127762.4211,200922.102
SC_all_p4,372,2.484375,1.075177129,118006.7368,109247.7736,202039.3279
SC_all_p4,255,2.333333333,0.918936583,135808.5455,116428.5122,203198.3194
SC_all_p4,210,2.388888889,0.890623308,150327.7941,115092.037,188476.9965
SC_all_p4,316,2.214285714,1.185943753,189924,144624.4667,263204.8444
SC_all_p4,681,2.319672131,1.216460826,155084.2348,117936.7363,234035.5051
SC_all_p4,182,1.909090909,0.792527081,198863.8125,198863.8125,276095.8971
SC_all_p4,240,2.217391304,0.719693276,135128.4348,125767.9048,195150.8889
SC_all_p4,158,1.882352941,0.899826973,168171.4516,150968.8667,258743.4665
SC_all_p4,78,2,1.044465936,111874.3333,111874.3333,204319.0307
SC_all_p4,137,1.956521739,0.750551152,127553.6364,127553.6364,234222.8043
SC_all_p4,251,1.930232558,0.9249852,221373.3659,221373.3659,292370.2056
SC_all_p4,108,2.285714286,0.880630572,110059.5263,103206.5,175549.7069
SC_all_p4,327,2.533333333,1.257864151,133236.0926,119182.36,227456.9453
SC_all_p4,177,2.5625,1.087930949,140338.2759,127094.3333,187522.7223
SC_all_p4,315,2.452380952,0.980825234,161302.8158,135065.4706,218248.802
SC_all_p4,453,2.756097561,1.164107275,200961.1111,178119.7083,245340.1368
SC_all_p4,309,2.892857143,1.304916136,127391.2292,119954.8409,193703.9181
SC_all_p4,208,2.15,0.90967027,222270.8947,213080.4706,243996.0554
SC_all_p4,121,2.363636364,0.881396338,218740.4762,190425.0625,253618.3419
SC_all_p4,362,2.567164179,1.039860504,140421.0781,126707.6333,218830.2596
SC_all_p4,4,0,0,0,0,0
SC_all_p4,178,2.352941176,1.08145743,152937,114175.85,179861.4723
SC_all_p4,218,2.216216216,1.017020958,124494.6857,117375.8667,197457.1847
SC_all_p4,351,2.622641509,1.349023617,139150.3556,120470.4524,230639.6462
SC_all_p4,219,2.761904762,1.52455339,148814.0857,128936.0645,219573.6159
SC_all_p4,526,2.270833333,0.994559855,202918.2222,107896.3333,273660.2341
SC_all_p4,150,2.884615385,1.012495891,71062.68,56945.17391,146204.4789
SC_all_p4,169,3.038461538,1.255166836,57145.18182,57145.18182,112092.0192
SC_all_p4,195,2.5,1,104399.3226,104399.3226,204602.1613
SC_all_p4,272,2.98,1.392695229,112593.6136,113737.4474,188536.9318
SC_all_p4,164,2.260869565,0.673562321,154712.4286,119836.4667,169202.4371
SC_all_p4,124,2.24,0.649923072,127027.64,97994.38889,126197.8502
SC_all_p4,131,2.65,0.90967027,114472.2222,76851,126597.8547
SC_all_p4,85,2.3125,0.463512405,179260.375,171524.1429,159254.3102
SC_all_p4,268,2.294117647,1.107799756,164385.5306,142646.5227,237374.9882
SC_all_p4,45,2.1,0.3,262808,253412.625,132229.0935
SC_all_p4,182,2.260869565,1.072072001,81895.04762,81895.04762,162304.3109
SC_all_p4,49,2.090909091,0.514259477,277418.9091,281819.4,182596.3714
SC_all_p4,51,2.1,0.3,262808,253412.625,132229.0935
SC_all_p4,50,2.1,0.3,248600.9,252397.625,129187.3899
SC_all_p4,51,2.2,0.4,227246,208960.125,146416.7357
SC_all_p4,53,2.1,0.3,262808,253412.625,132229.0935
SC_all_p4,45,2.1,0.3,276203.1,253412.625,135321.5444
SC_all_p4,86,2.3125,0.463512405,187534.875,171412.7857,165395.3298
SC_all_p4,216,2.073170732,1.068170168,92438.65789,87252.02703,170440.0765
SC_all_p4,131,2.96,1.215894732,83190.19048,68981.45,171141.3067
SC_all_p4,317,2.59375,0.842591798,112771.7049,109525.9818,184641.3227
SC_all_p4,219,2.705882353,1.151199164,130573.8387,106879.1923,164578.9715
SC_all_p4,293,2.62,1.247236946,127092.6444,107368.5526,185884.7024
SC_all_p4,142,3.130434783,1.540873491,137613.2,137613.2,246662.9374
SC_all_p4,228,2.631578947,1.223047372,158592.4444,133454.4194,233764.8199
SC_all_p4,338,2.524590164,1.065195393,158235.3276,135798.4468,242251.4325
SC_all_p4,121,2.571428571,1.256276758,131854.5,120570.1111,180597.6002
SC_all_p4,253,2.613636364,1.027262671,98598.38095,80175.38889,185571.5674
SC_all_p4,337,3.018181818,1.341517582,94456.97959,94821.53191,193163.8247
SC_all_p4,118,2.666666667,1.208435956,129926.6,121799.3684,213589.4872
SC_all_p4,188,2.551724138,1.101290995,112307.28,112307.28,193285.3648
SC_all_p4,219,2.575,1.180836568,74737.27027,64214.88571,138951.1919
SC_all_p4,191,2.516129032,1.043287847,95299.67857,77564.69231,137538.0851
SC_all_p4,98,2.833333333,0.897527468,37471.81818,37471.81818,66679.83316
SC_all_p4,775,2.287037037,1.054539797,142971.42,113024,240444.1568
SC_all_p4,208,2.655172414,1.059468379,127684.2857,115700.25,212226.379
SC_all_p4,121,2.75,0.942072184,105133.4444,79477.33333,167519.2921
SC_all_p4,243,2.625,0.940412144,182351,177093.7778,202282.9459
SC_all_p4,195,2.088235294,1.067367489,195301.6452,195301.6452,275674.4941
SC_all_p4,191,2.233333333,0.919540948,93537.14815,89159.16667,153163.5214
SC_all_p4,132,2.5,0.796627507,92323,69391.57895,119649.2057
SC_all_p4,36,2,0.755928946,107473.5714,107473.5714,130178.9401
SC_all_p4,3,1,0,684249,684249,0
SC_all_p4,196,2.272727273,1.523009924,208758.7037,170719.48,272328.7126
SC_all_p4,118,2.041666667,0.454529671,187057.3478,151941.3529,178246.4749
SC_all_p4,149,2.615384615,1.002954216,128625.4583,101030.6316,170262.6648
SC_all_p4,215,2.3125,1.184205958,140148.6,144024.2143,226782.2448
SC_all_p4,583,2.429824561,1.099994404,127587.2136,120443.5556,206283.9673
SC_all_p4,106,2.157894737,0.987455949,202295.8333,180199.1429,212428.8659
SC_all_p4,245,2.454545455,1.07565087,115198.2593,118810.0385,194311.8777
SC_all_p4,506,2.25,1.19398293,128775.0123,104946,198095.8498
SC_all_p4,78,2.142857143,0.742307489,225228,198640.7273,198487.484
SC_all_p4,115,2.368421053,0.808541658,148844.8947,109813,173010.1178
SC_all_p4,108,2.666666667,0.881917104,147553.8125,107771.1667,149096.4571
SC_all_p4,45,2.285714286,0.451753951,236236.8333,170672.75,158986.5723
SC_all_p4,563,2.255102041,1.023312194,209458.6087,107334.7681,275115.2043
SC_all_p4,60,2.777777778,0.916245695,145768.7778,145768.7778,154926.0677
SC_all_p4,74,2.6,1.2,123482.6667,92073.71429,134128.2849
SC_all_p4,132,2.428571429,0.659828879,172817.65,131031.7692,181813.2289
SC_all_p4,102,2.333333333,0.942809042,107228.1579,111638.7778,205369.1184
SC_all_p4,109,2.388888889,1.253390464,227584.8235,198337.9091,170958.4882
SC_all_p4,98,2.266666667,0.853749898,149663.1429,123325.4,138553.8913
SC_all_p4,286,2.24137931,1.134267876,237934.2692,238115.08,273693.9064
SC_all_p4,81,2.5,1.17260394,179192.8,190003.9286,231686.0285
SC_all_p4,559,2.507692308,1.124866856,127022.3704,109494.34,211236.1363
SC_all_p4,101,2.642857143,1.171515676,119985.1538,99361.72727,187069.4269
SC_all_p4,62,2.25,0.661437828,89729,89729,126580.7584
SC_all_p4,340,2.862068966,1.407471147,118683.8462,112242.8409,182919.5179
SC_all_p4,165,2.904761905,0.971241812,62452.95238,62297.41176,108847.6179
SC_all_p4,56,2.25,0.433012702,164608.75,123325.6,130503.6567
SC_all_p4,284,2.257142857,1.154936168,86955.18182,86955.18182,173831.0125
SC_all_p4,255,2.744186047,1.183078823,86847.02703,86847.02703,166576.4195
SC_all_p4,82,2.777777778,0.628539361,48850.77778,54735.375,113475.4539
SC_all_p4,171,2.551724138,0.931672834,116053.8621,102512.3077,170889.7936
SC_all_p4,191,2.433333333,1.116044603,91530.2,83496.29167,155673.5051
SC_all_p4,184,2.961538462,1.018323253,108835.0526,99084.55556,173810.1151
SC_all_p4,149,2.625,0.949232146,75446.33333,77647.95652,152372.2367
SC_all_p4,169,2.777777778,1.065740339,72900,51011.72727,150114.0403
SC_all_p4,266,2.731707317,1.036513627,48950.07692,47018.21053,114034.2002
SC_all_p4,169,2.785714286,0.939496174,82219.75,64076.44,152224.074
SC_all_p4,174,2.652173913,1.165022696,109919.6,79691.73684,241684.4039
SC_all_p4,402,2.378787879,1.190430932,83970.30508,75087.88889,146034.7696
SC_all_p4,103,2.333333333,0.471404521,63255.6875,73639.07692,116887.4236
SC_all_p4,307,2.527272727,1.093028245,175467.2245,144917.3636,248593.622
SC_all_p4,165,2.333333333,1.490711985,85633.0625,85633.0625,166260.6141
SC_all_p4,160,2.384615385,0.923076923,125106.8,90904.52632,129606.768
SC_all_p4,308,2.931818182,1.194641964,104072.475,87328.05556,177630.7696
SC_all_p4,103,2.6,0.8,140958.8333,135520.2941,188815.2327
SC_all_p4,97,2.277777778,0.447903208,195251.1667,158516.1538,153084.6872
SC_all_p4,131,2.55,1.160818677,95392.44444,95951.41176,210354.5632
SC_all_p4,149,2.48,0.94318609,123810.52,102775.9091,173623.7194
SC_all_p4,96,2.4375,0.704339229,109392.2,69898.41667,114771.5625
SC_all_p4,96,2.4375,0.704339229,109451.7333,69972.83333,114715.4753
SC_all_p4,114,2.4,0.860232527,113132.4737,106450.1667,173801.4211
SC_all_p4,96,2,0.975900073,113135.4762,113135.4762,199597.5622
SC_all_p4,186,2.724137931,0.783297703,82575.32143,64474.68,118711.7728
SC_all_p4,147,2.631578947,1.08630355,98972.16667,82166.9375,116006.1081
SC_all_p4,580,2.505617978,1.102842044,112303.6988,89093.14865,205422.5343
SC_all_p4,487,2.375,1.053268722,175917.0933,128114.0508,254559.6907
SC_all_p4,11,2,0,8611,8611,0
SC_all_p4,11,3,0,7087,7087,0
SC_all_p4,17,3,2,1280.5,1280.5,1267.5
SC_all_p4,14,1.666666667,0.471404521,307198.3333,307198.3333,282596.1795
SC_all_p4,25,3.333333333,0.471404521,20073,20073,14081
SC_all_p4,16,2.333333333,0.471404521,211644.3333,211644.3333,136901.0139
SC_all_p4,27,2.5,0.5,121175.5,121175.5,112238.5
SC_all_p4,11,3,0,0,0,0
SC_all_p4,25,2.2,0.748331477,173922.5,173922.5,294664.754
SC_all_p4,18,2.5,0.866025404,13986.5,13986.5,11669.64504
SC_all_p4,25,3.4,1.854723699,76057.5,76057.5,120366.0737
SC_all_p4,15,2,1,30578.5,30578.5,26848.5
SC_all_p4,39,2.6,0.489897949,83374,83374,142390.5736
SC_all_p4,13,1.666666667,0.471404521,38914,38914,34438.58677
SC_all_p4,16,1.5,0.5,458831.5,458831.5,225417.5
SC_all_p4,30,2.714285714,0.699854212,40089.28571,40089.28571,79057.13278
SC_all_p4,20,2,0,46557,46557,39333
SC_all_p4,35,3.25,0.433012702,7792.25,7792.25,7194.360513
SC_all_p4,27,2,0.632455532,48361.4,48361.4,49644.94486
SC_all_p4,12,1.666666667,0.471404521,239964.6667,239964.6667,314394.9657
SC_all_p4,28,2.4,1.019803903,191277.2,191277.2,261062.6113
SC_all_p4,18,3,0,3109,3109,0
SC_all_p4,43,2.666666667,1.154700538,153514,153514,231980.884
SC_all_p4,20,2,0,200880.6667,200880.6667,150978.4562
SC_all_p4,5,0,0,0,0,0
SC_all_p4,16,3,0,5240,5240,0
SC_all_p4,23,2,0,7224,7224,0
SC_all_p4,83,2.428571429,0.494871659,99013.92857,88675.46154,109031.6304
SC_all_p4,111,1.5,0.612372436,203618.4,203618.4,257693.0737
SC_all_p4,18,3,0,33624,33624,0
SC_all_p4,25,1.8,0.748331477,157348.2,157348.2,263801.076
SC_all_p4,47,1.875,0.78062475,246352,175525.5,266668.496
SC_all_p4,18,3,0,33624,33624,0
SC_all_p4,116,3.133333333,1.257864151,88512.14286,67061.92308,147292.1445
SC_all_p4,603,2.388888889,1.161363609,158223.9293,130773.3012,253776.3419
SC_all_p4,182,2.777777778,1.257078722,148186.2273,132048.6842,206217.9932
SC_all_p4,15,3,0,344,344,0
SC_all_p4,106,3,1.118033989,82915.5,57832.41667,120891.2481
SC_all_p4,696,2.315789474,1.222400086,154051.7381,111872.5,236111.1614
SC_all_p4,349,2.253968254,0.991523663,188135.6271,162705.4082,233071.1684
SC_all_p4,413,2.52238806,1.070056617,132653.8947,108164.1346,216807.0099
SC_all_p4,706,2.473282443,1.174332646,177921.8103,131733.8191,268881.4913
SC_all_p4,555,2.276190476,1.03735229,104594.7549,91178.14286,177219.5989
SC_all_p4,112,2.714285714,1.030157507,138721.65,122011.2353,174356.7616
SC_all_p4,547,2.278350515,1.012725913,209224.0111,102866.0441,273640.7879
SC_all_p4,205,2.074074074,0.939894633,105488.375,105488.375,195565.9002
SC_all_p4,93,2,1.12815215,131946.4444,131946.4444,207838.3601
SC_all_p4,26,2.6,0.489897949,40711.4,40711.4,44270.91071
SC_all_p4,15,2,0,11478,11478,0
SC_all_p4,43,2.5,0.957427108,165466.8333,165466.8333,245070.3934
SC_all_p4,17,2,0,46557,46557,39333
SC_all_p4,51,2,0.912870929,145772.4167,145772.4167,183095.6881
SC_all_p4,197,2,1.183215957,164843.5517,167882.5,234750.3647
SC_all_p4,183,1.8,0.6,280917.2,280917.2,286448.6824
SC_all_p4,553,2.552238806,1.054961018,95895.40741,81861.875,176281.2898
SC_all_p4,11,2,0,9579.5,9579.5,5869.5
SC_all_p4,6,0,0,0,0,0
SC_all_p4,33,2,0,814,814,300
SC_all_p4,15,2.5,0.5,475,475,159
SC_all_p4,16,3.5,0.5,2241.5,2241.5,942.5
SC_all_p4,194,1.892857143,1.205324074,129523,135011.3478,218507.0642
SC_all_p4,82,2.214285714,0.77261813,196823.3571,190724.9167,191514.9904
SC_all_p4,528,2.432692308,1.053970725,104783.1979,97199.8875,191695.2327
SC_all_p4,15,1.333333333,0.471404521,15644.66667,15644.66667,8271.042914
SC_all_p4,28,2.6,0.489897949,105314,73289,106027.3479
SC_all_p4,24,2.666666667,1.247219129,342200.5,342200.5,342048.5
SC_all_p4,5,1,0,81912,81912,0
SC_all_p4,34,2.5,1.258305739,243602.3333,235454,222211.768
SC_all_p4,184,1.913043478,1.017799992,150064.7727,150064.7727,202343.7373
SC_all_p4,375,2.816901408,1.335431134,123199.7031,113854.3396,198429.0767
SC_all_p4,463,2.32,1.103449138,205067.5319,199267.7143,258557.4687
SC_all_p4,212,2.611111111,1.034885334,62509.31429,61821.64706,122163.3737
SC_all_p4,205,1.791666667,0.956520024,139951.2917,139951.2917,223423.7316
SC_all_p4,494,2.395604396,1.036468231,141243.5765,92503.18182,207714.3023
SC_all_p4,259,2.684210526,1.126364977,158802.7813,153828.7,245693.2018
SC_all_p4,129,1.909090909,1.164204407,217245.9,217245.9,249729.679
SC_all_p4,166,2.384615385,0.880424857,103651.1304,70971.57895,119739.2148
SC_all_p4,173,2.580645161,1.289515877,229154.6923,207892.875,273779.6201
SC_all_p4,183,2.368421053,0.87120765,145931.4722,133348.5152,203005.9385
SC_all_p4,275,2.4,0.926381033,154823.68,137589.9773,175480.3948
SC_all_p4,125,2.64,1.382172203,175655.0455,181328.5556,225939.2004
SC_all_p4,73,3,1.206045378,45100,45100,70949.99425
SC_all_p4,184,2.4375,0.899218411,112985.8,105835.2308,207759.5438
SC_all_p4,169,2.192307692,1.038461538,131343.2857,131343.2857,232069.4818
SC_all_p4,137,2.541666667,1.117257306,116631.5909,121933.9524,210141.2476
SC_all_p4,238,2.942857143,1.2408029,150616.8387,143150.4828,228181.747
SC_all_p4,585,2.345454545,1.048257113,141990.92,119931.8916,235372.2942
SC_all_p4,176,2.575757576,1.155495513,73635.68966,63269.16667,133616.8861
SC_all_p4,103,2.263157895,0.964752778,89146.68421,89146.68421,163204.271
SC_all_p4,133,2.8125,1.184205958,118093.1538,108483.0833,192036.5589
SC_all_p4,224,2.617647059,1.213034743,119517.7188,101300.5806,227522.64
SC_all_p4,209,2.4,1.047445873,92402.58065,100913.7857,182484.2133
SC_all_p4,199,2.764705882,1.394502305,119351.9,102905.7407,185436.7099
SC_all_p4,137,2.12,1.210619676,102423.5909,93196.35294,160174.9517
SC_all_p4,134,2.652173913,0.960466175,140790.4762,140790.4762,217749.4981
SC_all_p4,95,2.571428571,1.545236261,319244.1,227992.875,307979.052
SC_all_p4,316,2.673076923,1.266751658,87590.11628,59069.63158,161576.1914
SC_all_p4,535,2.174311927,0.984690486,161413.2264,137044.0745,248253.5311
SC_all_p4,88,2.333333333,1.054092553,232634.3529,232634.3529,278650.7723
SC_all_p4,481,2.448717949,1.057905961,162332.1507,120968.7018,236390.4257
SC_all_p4,230,1.857142857,1.025192864,183026.8519,183026.8519,276865.6206
SC_all_p4,79,2.176470588,0.856483516,210432.0588,210432.0588,274351.6599
SC_all_p4,606,2.510416667,1.08007322,117824.7273,64694.87324,210058.7735
SC_all_p4,139,2.947368421,1.190916684,73971.68421,73971.68421,102385.6055
SC_all_p4,71,2.25,1.089724736,168201.75,188882,262236.778
SC_all_p4,544,2.5625,1.116285694,136802.8391,118808.2609,218043.4877
SC_all_p4,84,2.375,1.053268722,106646.7333,106646.7333,180134.5513
SC_all_p4,77,2.1,0.7,186112.65,183623.1053,202879.6814
SC_all_p4,113,2.476190476,0.85183542,89656.57143,89656.57143,199838.3854
SC_all_p4,529,2.375,1.072866099,168871.4353,129954.12,259971.534
SC_all_p4,124,2.407407407,1.162986553,117652.125,117652.125,222493.8034
SC_all_p4,262,2.35,1.255985669,102884.8718,82191.47059,145352.6396
SC_all_p4,738,2.222222222,1.17168234,163945.1953,125785.3173,241503.8526
SC_all_p4,423,2.279069767,1.052694911,151219.0122,120565.169,226326.7213
SC_all_p4,740,2.333333333,1.136515141,196077.8931,163702.8762,277872.6876
SC_all_p4,585,2.736363636,1.141587991,98226.11321,92299.45,194721.0539
SC_all_p4,78,2.294117647,0.823529412,181489.1765,181489.1765,258476.1578
SC_all_p4,270,2.94,1.239516035,127469.4359,127469.4359,228835.0203
SC_all_p4,558,2.330188679,1.070370224,90341.39216,78758.58824,164445.8597
SC_all_p4,174,2.65,1.351850583,43303.94118,43303.94118,84944.40951
SC_all_p4,69,2.769230769,0.890448993,105838,105838,201232.982
SC_all_p4,122,2.727272727,1.008230591,62780.66667,62780.66667,151991.697
SC_all_p4,106,2.733333333,1.123486636,127878.9231,127878.9231,203538.3625
SC_all_p4,133,2.739130435,1.358304291,175226.3684,162389,216083.8084
SC_all_p4,146,2.208333333,0.865022479,167750.5417,167750.5417,237721.6808
SC_all_p4,140,2.576923077,0.927074676,180911.3913,152017.5714,233297.4598
SC_all_p4,208,3.033333333,1.168569876,79083.76923,80521.12,132105.506
SC_all_p4,154,2.714285714,0.880630572,46582.34615,36385.6087,66925.29506
SC_all_p4,156,2.333333333,1.054092553,139930,108134.913,222289.2855
SC_all_p4,253,2.7,0.964365076,94389.95652,76747.64286,147028.0767
SC_all_p4,161,2.709677419,1.249349467,133441.4444,121369.24,197676.9452
SC_all_p4,160,2.739130435,0.987636234,78461.43478,57325.42857,129043.2474
SC_all_p4,329,2.381818182,0.904351281,136417.6538,130701.8913,202923.7442
SC_all_p4,427,2.52238806,1.297048417,160534.569,138889.5714,236622.9672
SC_all_p4,238,2.176470588,1.123821951,149058.3448,133448.4615,218119.2372
SC_all_p4,199,2.736842105,1.185087395,97638.80556,65329.66667,174612.6472
SC_all_p4,163,1.785714286,0.976771024,221295.8462,228373.24,290111.0486
SC_all_p4,165,1.571428571,0.903507903,237666.0833,226153.4545,277458.4401
SC_all_p4,175,2.153846154,1.230769231,171661.76,176965.9583,247364.4295
SC_all_p4,154,2,1.103354569,135292.45,135292.45,210982.3255
SC_all_p4,126,1.666666667,1.305260014,185121.625,139746.4091,258911.4066
SC_all_p4,116,1.882352941,1.366935299,214819.4667,214819.4667,254711.7918
SC_all_p4,156,2.074074074,1.051486635,107967.4231,114952.5,190960.4729
SC_all_p4,153,2.24,1.175755077,112403.9524,103806.95,167964.4369
SC_all_p4,22,2,0.816496581,256763.6667,256763.6667,304297.5888
SC_all_p4,22,3,0,14899,14899,0
SC_all_p4,18,3,0,12783,12783,0
SC_all_p4,12,2.5,0.5,789.5,789.5,378.5
SC_all_p4,12,4,0,19,19,0
SC_all_p4,10,4,0,0,0,0
SC_all_p4,18,3,0,13841,13841,1058
SC_all_p4,12,3,0,43283,43283,42311
SC_all_p4,10,1.5,0.5,28729.5,28729.5,28697.5
SC_all_p4,12,3,0,0,0,0
SC_all_p4,11,2,1,342589.5,342589.5,341659.5
SC_all_p4,31,2.25,0.829156198,116058.5,116058.5,148332.6505
SC_all_p4,25,2.666666667,0.471404521,18811,18811,3421.880282
SC_all_p4,25,3.333333333,0.471404521,8626.333333,8626.333333,5878.414374
SC_all_p4,11,2,1,20025,20025,19862
SC_all_p4,9,2,0,22,22,0
SC_all_p4,13,3.5,0.5,2078,2078,1106
SC_all_p4,22,3,0,152,152,0
SC_all_p4,22,2.333333333,1.247219129,47961.5,47961.5,42976.5
SC_all_p4,18,3,0,12783,12783,0
SC_all_p4,12,3,0,43283,43283,42311
SC_all_p4,11,3,0,0,0,0
SC_all_p4,10,3,0,33624,33624,0
SC_all_p4,9,3,0,12783,12783,0
SC_all_p4,11,1.5,0.5,47961.5,47961.5,42976.5
SC_all_p4,23,2.5,0.5,183758.5,183758.5,183606.5
SC_all_p4,22,3.5,0.5,862,862,0
SC_all_p4,16,1.5,0.5,525807,525807,158442
SC_all_p4,25,2.25,1.299038106,362068,362068,322181
SC_all_p4,27,1.75,0.433012702,14744,19521.66667,24643.37921
SC_all_p4,7,2,0,367365,367365,0
SC_all_p4,10,2,1,684249,684249,0
SC_all_p4,11,2,0,569,569,158
SC_all_p4,247,2.652173913,1.165022696,51299.65854,46746.8,120346.5064
SC_all_p4,137,2.608695652,0.920261326,156186.2727,156186.2727,256793.5711
SC_all_p4,94,3.0625,1.028879852,25082.26667,25082.26667,59473.34152
SC_all_p4,121,2.470588235,0.848365006,122909.6471,122909.6471,198837.7886
SC_all_p4,151,2.607142857,1.234599001,121507.8846,122939,216539.1174
SC_all_p4,133,2.875,1.111024302,122047.2,150250.25,228931.0382
SC_all_p4,144,2.703703704,0.974292329,47960.66667,36193.59091,77078.9186
SC_all_p4,210,2.257142857,1.0513354,183322.8966,168206.8333,247671.2884
SC_all_p4,120,2.526315789,0.993050645,158577.3684,175881.4118,244922.3855
SC_all_p4,516,2.80952381,1.179953495,121958.5143,94474.7037,190186.6321
SC_all_p4,88,2.909090909,1.2398347,206669,237335.6667,302169.7972
SC_all_p4,399,2.381818182,0.981481424,110417.8679,75701.31818,167882.9227
SC_all_p4,108,2,0.766964989,258943.7647,219706.7273,235688.3888
SC_all_p4,561,2.489130435,1.026756874,113462.4419,94051.57143,180273.8792
SC_all_p4,640,2.603603604,1.24682862,110772.23,96788.36782,214584.1592
SC_all_p4,615,2.653061224,1.325588362,176282.5,127115.3538,210110.8705
SC_all_p4,157,2.05,0.739932429,133914.3,133914.3,183671.3662
SC_all_p4,462,2.5,0.953462589,100257,68755.56452,142909.5955
SC_all_p4,368,2.492307692,1.17830487,126426.2623,112190.0377,198103.8223
SC_all_p4,200,2.814814815,0.982703642,33787.23077,33787.23077,80729.43421
SC_all_p4,182,1.740740741,1.039679174,159615.96,141816.913,221781.6914
SC_all_p4,451,2.153846154,1.011180106,106755.069,115807.4717,199084.6291
SC_all_p4,104,2.882352941,1.604491964,231169.5333,198806.7143,287343.7831
SC_all_p4,90,2.222222222,1.181127313,108727.7059,108727.7059,164415.947
SC_all_p4,92,2.318181818,1.257210608,114254.8095,85755.1,202170.6996
SC_all_p4,68,2.428571429,0.903507903,132276.4286,132276.4286,236322.8801
SC_all_p4,100,2.5625,0.863767185,135383.375,155792.5385,226881.6722
SC_all_p4,74,3,0.877058019,81616.66667,81616.66667,91646.61803
SC_all_p4,60,3,0.774596669,55153.11111,55153.11111,74663.4038
SC_all_p4,72,2.444444444,0.895806416,80002.17647,80002.17647,162429.7699
SC_all_p4,77,2.411764706,1.032348751,90026,90026,172532.9423
SC_all_p4,58,3.375,0.856956825,37331.25,37331.25,93383.10847
SC_all_p4,119,2.2,1.326649916,139832.6923,139832.6923,235127.7344
SC_all_p4,130,2.714285714,0.880630572,51067.46154,54553.5,109589.6535
SC_all_p4,163,2.458333333,0.956520024,184006.6522,181760.8636,254875.5202
SC_all_p4,295,2.529411765,1.063714195,78207.7,64024.11111,143327.1832
SC_all_p4,446,2.5,1.230104831,159067,146943.4194,240373.257
SC_all_p4,295,2.319148936,0.827875594,124404.3409,97726.32258,167792.8294
SC_all_p4,8,2,0,233414,233414,0
SC_all_p4,14,3,0,308,308,0
SC_all_p4,6,2,0,284344,284344,0
SC_all_p4,253,2.037037037,0.881139056,164938.1923,112609.65,199011.5158
SC_all_p4,5,2,0,233414,233414,0
SC_all_p4,15,3,0,308,308,0
SC_all_p4,7,2,0,284344,284344,0
SC_all_p4,112,1.714285714,1.030157507,160322.8571,160322.8571,229827.6935
SC_all_p4,150,2.368421053,0.808541658,102162.3158,102162.3158,146641.5006
SC_all_p4,8,3,0,308,308,0
SC_all_p4,10,3,0,308,308,0
SC_all_p4,5,2,0,284344,284344,0
SC_all_p4,170,1.913043478,0.974145935,191006.0909,191006.0909,238552.0754
SC_all_p4,114,2.230769231,1.0490909,227856,222207.2,248577.8665
SC_all_p4,15,2.5,0.5,117655.5,117655.5,115758.5
SC_all_p4,15,3,0,308,308,0
SC_all_p4,14,4,0,0,0,0
SC_all_p4,7,3,0,146,146,0
SC_all_p4,8,2,0,233414,233414,0
SC_all_p4,11,3,0,1917,1917,0
SC_all_p4,14,3,0,0,0,0
SC_all_p4,7,2,0,284344,284344,0
SC_all_p4,15,2.5,0.5,184969,184969,99375
SC_all_p4,7,2,0,233414,233414,0
SC_all_p4,13,3,0,78,78,0
SC_all_p4,7,2,0,455,455,0
SC_all_p4,7,1.5,0.5,119428,119428,113986
SC_all_p4,11,3,1,313.5,313.5,70.5
SC_all_p4,15,2,0,70432.33333,70432.33333,49921.41758
SC_all_p4,40,2.6,0.489897949,52287.25,52287.25,53299.7989
SC_all_p4,7,2,0,11573,11573,0
SC_all_p4,7,2,0,66066.5,66066.5,56294.5
SC_all_p4,7,2,0,284344,284344,0
SC_all_p4,14,2,0,5686.5,5686.5,5430.5
SC_all_p4,7,2,0,455,455,0
SC_all_p4,7,2,0,284344,284344,0
SC_all_p4,9,3,0,224,224,0
SC_all_p4,7,2,0,233414,233414,0
SC_all_p4,15,3,0,308,308,0
SC_all_p4,191,2.05,1.071214264,173551.1765,173551.1765,223525.1267
SC_all_p4,164,2.55,1.116915395,125823.8947,125823.8947,220871.611
SC_all_p4,550,2.464285714,1.224224036,150484.2553,144579.0244,231299.3983
SC_all_p4,352,2.525,1.322639407,123991.7273,115804.9,203263.9517
SC_all_p4,193,1.606060606,1.126523048,117242.7188,111633.1852,176054.6567
SC_all_p4,10,2.333333333,0.471404521,155717.6667,155717.6667,152469.5276
SC_all_p4,9,3,0,50400,50400,35194
SC_all_p4,10,2.5,0.5,54414,54414,31180
SC_all_p4,13,3,1,145884.5,145884.5,138459.5
