SC_ALL_Plvl,nwords,cl_av_deps,cl_ndeps_std_dev,acad_av_construction_freq,acad_av_construction_freq_type,acad_av_construction_freq_stdev
SC_all_p2,9,3.5,0.5,42858,42858,42736
SC_all_p2,22,2.5,1.118033989,184763.5,184763.5,289098.138
SC_all_p2,10,3,0,17511,17511,16643
SC_all_p2,18,3.666666667,0.471404521,2276.666667,2276.666667,1502.165178
SC_all_p2,13,2.333333333,1.247219129,151322.6667,151322.6667,155983.948
SC_all_p2,9,2.5,0.5,226479.5,226479.5,140885.5
SC_all_p2,12,3.5,0.5,9250.5,9250.5,5955.5
SC_all_p2,23,3,0.894427191,38913.4,38913.4,45455.91443
SC_all_p2,21,3,0.707106781,42488.75,42488.75,30470.79887
SC_all_p2,22,2.5,1.38443731,66071.66667,66071.66667,37646.77855
SC_all_p2,25,2.2,1.469693846,50976.33333,50976.33333,37915.81518
SC_all_p2,16,2,0,207754.75,207754.75,161826.4295
SC_all_p2,29,1.875,1.053268722,115860.75,115860.75,216390.1489
SC_all_p2,30,3.25,0.829156198,15785.25,15785.25,20996.99234
SC_all_p2,17,2.4,1.019803903,68148,68148,85965.64441
SC_all_p2,10,1.333333333,0.471404521,104239.3333,104239.3333,127369.4843
SC_all_p2,16,2.333333333,1.247219129,269641,269641,297240.3358
SC_all_p2,15,2,0,176291.6667,176291.6667,118632.3989
SC_all_p2,21,3.666666667,0.471404521,5512.333333,5512.333333,5003.365956
SC_all_p2,11,3,0,1992,1992,0
SC_all_p2,6,2,2,53113,53113,51456
SC_all_p2,5,2,1,47851,47851,34061
SC_all_p2,15,3.5,0.5,248,248,59
SC_all_p2,8,2.5,0.5,68630,68630,53731
SC_all_p2,18,3.5,0.5,2809.5,2809.5,1881.5
SC_all_p2,126,4,1.45521375,37626.23077,37626.23077,96555.65376
SC_all_p2,107,4.307692308,1.06587742,64125.33333,64125.33333,135714.5484
SC_all_p2,52,2.444444444,1.065740339,190960.125,216244.1429,285731.804
SC_all_p2,259,3.2,1.237509019,79429.64286,71840.22222,151025.0711
SC_all_p2,95,2.8,1.326649916,139248.25,97275.8,245334.7315
SC_all_p2,227,2.514285714,1.078926148,151430.0313,153060.7931,228669.5971
SC_all_p2,68,2.222222222,1.030402055,110708.5,122979.8571,218235.5615
SC_all_p2,136,3.875,0.992156742,17192.58333,17192.58333,25893.20947
SC_all_p2,90,2.133333333,0.805536398,133402.5385,147656.3,179510.2308
SC_all_p2,70,2.5,0.670820393,125766.3,126144.6667,122704.1564
SC_all_p2,170,2.833333333,1.247219129,76267.26316,64707.44444,109257.6874
SC_all_p2,67,2.428571429,0.903507903,22098.14286,22098.14286,28369.35066
SC_all_p2,81,2.466666667,0.718021974,191009.5714,191009.5714,205332.372
SC_all_p2,60,3,0.942809042,42789.375,42789.375,74204.22274
SC_all_p2,98,2.058823529,0.725225177,190849.7647,204729.3333,216295.424
SC_all_p2,242,2.742857143,0.839825055,104730.5882,65641.96296,134116.6095
SC_all_p2,66,2.1,0.7,134410,134410,218938.4904
SC_all_p2,85,2.636363636,0.979120874,46619.1,65524.5,107195.7606
SC_all_p2,165,2.225806452,0.905527022,180208.9,180885.8148,245977.7853
SC_all_p2,50,2.666666667,0.745355993,87201.16667,87201.16667,132190.1505
SC_all_p2,142,2.363636364,0.881396338,174475.1905,161822.6111,207699.2713
SC_all_p2,93,2.333333333,1.201850425,104456.2353,104456.2353,183900.3078
SC_all_p2,239,2.870967742,0.870370165,48074.62069,30573.18519,86794.87609
SC_all_p2,98,3,1.362770288,101873.4167,111118.6364,142754.9728
SC_all_p2,50,2.75,0.661437828,90427.625,90427.625,128728.3576
SC_all_p2,87,2.090909091,0.514259477,214003.4545,200358.25,196568.4413
SC_all_p3,64,2.583333333,0.862006703,173654.9091,167679,206437.1176
SC_all_p3,47,2.333333333,0.471404521,150115.3333,133455.6,135974.7701
SC_all_p3,43,2.6,1.019803903,211952.2,211952.2,275160.6566
SC_all_p3,53,2.333333333,0.942809042,140869.5556,114428.2857,122256.9206
SC_all_p3,45,2.833333333,0.897527468,102986.3333,102986.3333,144880.7154
SC_all_p3,66,2.153846154,0.661717328,188334.0769,162639.6667,177707.0748
SC_all_p3,7,2,0,233414,233414,0
SC_all_p3,78,2.846153846,1.098681297,71859.83333,71859.83333,92379.68718
SC_all_p3,128,2.291666667,0.934485896,157092.3478,150469.9524,204164.3646
SC_all_p3,98,2.461538462,0.634323942,150559.8333,122941.7778,121694.5771
SC_all_p3,101,2.941176471,1.392018772,125093.8462,116067.1667,188319.6675
SC_all_p3,50,2.3,0.640312424,165000.2,151739.7778,205183.3423
SC_all_p3,112,2.375,1.053268722,146733.1333,146733.1333,269175.4054
SC_all_p3,54,2,0.666666667,114533.1111,114533.1111,213063.4495
SC_all_p3,112,2.375,1.053268722,157198.6429,157198.6429,275658.9944
SC_all_p3,90,2.230769231,1.422557078,203129,203129,296135.5639
SC_all_p3,71,2.181818182,0.833195581,145509,145509,269774.8232
SC_all_p3,109,2.4,1.083205121,168560.9231,168560.9231,282885.3531
SC_all_p3,67,2.555555556,1.065740339,108052.4286,108052.4286,235873.4787
SC_all_p3,99,2.333333333,0.776643163,151337.2381,125377.625,169121.082
SC_all_p3,110,2.3125,1.102199506,177787.3571,177787.3571,270476.2216
SC_all_p3,107,2.375,1.053268722,157198.6429,157198.6429,275658.9944
SC_all_p3,94,2.416666667,1.114924013,145509,145509,269774.8232
SC_all_p3,98,2.266666667,0.997775303,157198.6429,157198.6429,275658.9944
SC_all_p3,109,2.5,1.118033989,108851.1429,108851.1429,235397.2249
SC_all_p3,54,2.2,0.979795897,330483.4,330483.4,222034.4514
SC_all_p3,87,2.4,0.711805217,60806.23077,60806.23077,107764.7409
SC_all_p3,53,2.5,0.670820393,100758.6,102443.5556,110283.3863
SC_all_p3,108,2.684210526,0.861616081,131109.4706,121532.3125,181277.785
SC_all_p3,84,2.444444444,1.165343165,219048.25,219048.25,228100.1081
SC_all_p3,37,2.333333333,0.745355993,239181,242064.5,122552.7649
SC_all_p3,65,2.692307692,1.201576873,89301.25,89301.25,106551.1381
SC_all_p3,67,2.636363636,0.771389216,96671.5,90297,125804.5601
SC_all_p3,65,2.5,0.866025404,121128.7143,102414.5,115651.571
SC_all_p3,71,2.75,0.829156198,42040.63636,42040.63636,68387.09269
SC_all_p3,96,3.083333333,1.114924013,121679.2,107627.125,94204.75859
SC_all_p3,71,2.75,0.721687836,134660.75,117224.5556,128990.3102
SC_all_p3,115,2.571428571,0.791107035,61883.45,61883.45,114172.2596
SC_all_p3,56,2.538461538,1.008836696,165304.3846,165304.3846,188214.4763
SC_all_p3,144,2.708333333,1.019769854,167991.9565,151152.55,251620.4741
SC_all_p3,106,3.333333333,0.942809042,59704.8,59704.8,101228.9858
SC_all_p3,85,2.846153846,1.098681297,130531.2727,124092.8889,137369.2007
SC_all_p3,107,2.65,1.152171862,139187.5294,123228.6667,181293.2745
SC_all_p3,89,2.470588235,1.03569511,139936.6875,139936.6875,223670.9391
SC_all_p3,33,2.25,0.829156198,146698.75,146698.75,216226.3386
SC_all_p3,84,3.2,1.166190379,68584,68584,88015.31847
SC_all_p3,45,2.5,1,122252,122252,127070.3642
SC_all_p3,204,2.777777778,1.416394309,107014.6061,99408.03333,183396.6644
SC_all_p3,41,2.666666667,0.471404521,126153.1667,141605.4,129631.1499
SC_all_p3,97,2.266666667,0.997775303,169077.0769,169077.0769,282592.3907
SC_all_p3,82,2.333333333,0.816496581,135902.2222,123713.25,181864.4435
SC_all_p3,92,2.142857143,0.914732034,169433.5385,169433.5385,282425.9359
SC_all_p3,23,2.666666667,0.471404521,3340,3340,3005.754925
SC_all_p3,109,3,1.632993162,130232.6667,130232.6667,248988.9125
SC_all_p3,64,2.5,0.866025404,179759.375,179759.375,231650.5843
SC_all_p3,60,2.75,1.391941091,271658.6667,269121.6,231716.0197
SC_all_p3,92,2.214285714,0.860113898,168560.9231,168560.9231,282885.3531
SC_all_p3,109,2.4,1.083205121,168560.9231,168560.9231,282885.3531
SC_all_p3,107,2.333333333,1.135292424,171711,171711,281230.4676
SC_all_p3,92,2.375,1.111024302,88890.73333,88890.73333,165180.0791
SC_all_p3,133,2.578947368,1.042052099,73080.11111,63758.9375,111504.3858
SC_all_p3,168,2.777777778,1.19670329,55618.04348,55618.04348,143522.5915
SC_all_p3,214,2.885714286,1.165490175,94953.60606,98886.54839,178193.4127
SC_all_p3,182,2.791666667,0.815432741,73288.78261,78170.04762,115881.0771
SC_all_p3,129,1.956521739,0.690195994,186308.7391,163675.0909,250142.354
SC_all_p3,136,2.444444444,0.7617394,88357.11765,57273.5,104670.483
SC_all_p3,127,2.947368421,0.998613998,57521.17647,55722,103774.7203
SC_all_p3,87,2.6,1.2,113253.6429,93226.91667,124963.67
SC_all_p3,102,2.470588235,1.193987243,199884.75,209274,228179.0283
SC_all_p3,134,2.545454545,1.117109612,114694.6842,103969,174930.9539
SC_all_p3,256,3.0625,1.390537216,89780.96154,85464.86957,170800.0017
SC_all_p3,323,2.647058824,1.134547148,143035.4783,138525.3415,208022.4897
SC_all_p3,269,2.583333333,1.299038106,155459.9667,149891.8214,245774.4002
SC_all_p3,139,2.789473684,1.507139059,110097,91187.61538,182124.8312
SC_all_p3,95,2.058823529,0.802245982,77695.13333,66690.91667,75847.24213
SC_all_p3,244,2.428571429,1.225577748,180824.9091,175070.1667,271353.0969
SC_all_p3,112,2.210526316,1.004146528,222370.2941,197460,239396.2437
SC_all_p3,190,2.318181818,1.257210608,225521.619,198774.9375,295210.2099
SC_all_p3,63,2.333333333,0.816496581,117368.375,117368.375,216452.8597
SC_all_p3,34,2.75,1.479019946,230645.6667,230645.6667,320760.8732
SC_all_p3,285,2.621621622,1.28086439,146919.6176,138069.3548,225429.2012
SC_all_p3,224,2.34375,1.188732913,148260.6667,133527.2143,245242.5474
SC_all_p3,178,2.083333333,1.187317237,203086.875,182166.7826,282922.1926
SC_all_p3,171,2.5,1.118033989,157856.5333,157856.5333,266051.429
SC_all_p3,239,2.375,1.243734296,103388.7241,103186.6154,175760.5339
SC_all_p3,206,2.214285714,1.175862688,206437.88,214236.4348,282603.4047
SC_all_p3,55,2.75,1.785357107,205464.8571,205464.8571,302952.58
SC_all_p3,162,2.409090909,1.336858288,178669.2,168133.3529,265815.7397
SC_all_p3,53,2.142857143,0.989743319,156243.3333,156243.3333,240037.7797
SC_all_p3,103,2.642857143,1.04246568,45256.38462,42381.66667,96803.11806
SC_all_p3,132,2.578947368,1.09139165,83824.11111,83824.11111,174117.1333
SC_all_p3,68,3,1.133893419,151241.7143,110241.1538,278442.8197
SC_all_p3,146,2.736842105,0.784192865,85391.73684,63999.57143,93673.77153
SC_all_p3,162,2.807692308,2.20173412,142801.5,119586,193372.8949
SC_all_p3,186,2.424242424,0.779677596,158112.7273,127547.381,198904.835
SC_all_p3,371,2.582089552,1.372972086,165200.322,107853.6486,210438.3651
SC_all_p3,62,2.666666667,0.471404521,85224.33333,85178.125,98543.55784
SC_all_p3,578,2.72826087,1.225660965,144412.3614,73105.29825,220968.8923
SC_all_p3,1081,2.44966443,1.101775514,160173.854,95955.77215,213503.2067
SC_all_p3,271,2.75,1.170178697,110540.439,83261.57143,163874.3045
SC_all_p3,366,2.586956522,1.226094665,165599.6667,153554.641,252336.4155
SC_all_p3,106,2.357142857,0.717848259,162055,150161.8333,188826.9429
SC_all_p3,577,2.680412371,1.135612753,123016.2527,96236.69565,198710.192
SC_all_p3,616,2.909090909,1.318791221,94272.78161,56864.41176,134116.4941
SC_all_p3,217,2.432432432,0.754823786,138180.1667,112067.9048,168250.2207
SC_all_p3,334,2.673469388,1.267936699,107325.3023,74507.5,132562.8609
SC_all_p3,366,2.741935484,1.163081057,119554.1754,92518.86957,164173.8075
SC_all_p3,277,2.283018868,1.088141197,114065.9412,91429.325,165724.802
SC_all_p4,177,2.92,0.890842298,56564.56522,48006.2381,102508.3936
SC_all_p4,137,2.727272727,0.962091386,110067.4286,101353.6,149002.192
SC_all_p4,64,4.142857143,1.807015806,30413.66667,30413.66667,18874.67757
SC_all_p4,6,3,0,1648,1648,0
SC_all_p4,39,3.25,0.433012702,10196.75,10196.75,13871.83765
SC_all_p4,35,2.5,1.224744871,120766.5714,120766.5714,232042.6328
SC_all_p4,59,2.5,1,108396.7143,108396.7143,235461.7137
SC_all_p4,88,2.411764706,1.140630555,211101.2,211101.2,257237.6171
SC_all_p4,8,3,0,212,212,0
SC_all_p4,60,2.714285714,0.699854212,123346.8333,68313.25,110546.2753
SC_all_p4,12,3,0,1648,1648,0
SC_all_p4,49,2.75,0.661437828,69191.14286,69191.14286,124885.5005
SC_all_p4,28,2.333333333,1.374368542,13620.2,13620.2,6922.927803
SC_all_p4,54,2.777777778,0.785674201,90470.25,90470.25,224498.2047
SC_all_p4,49,2.7,1.187434209,148857.4,148857.4,268798.8719
SC_all_p4,30,1.714285714,0.699854212,172524.1667,172524.1667,242451.0106
SC_all_p4,60,2.3,1.1,194969.5556,194969.5556,218003.1419
SC_all_p4,3,0,0,0,0,0
SC_all_p4,120,2.666666667,0.881917104,80785.23529,80785.23529,124346.6069
SC_all_p4,5,3,0,1648,1648,0
SC_all_p4,103,3.0625,1.087930949,85612.46154,85612.46154,197821.3136
SC_all_p4,97,2.764705882,1.515776321,120419.6923,73433.91667,242106.0945
SC_all_p4,74,2.727272727,0.862439362,94685.18182,94685.18182,128106.9762
SC_all_p4,80,2.538461538,1.447299056,135566.7273,135566.7273,259260.2868
SC_all_p4,107,2.428571429,1.365263923,157507.25,157507.25,244920.1527
SC_all_p4,7,2,0,2736,2736,0
SC_all_p4,57,2.454545455,1.37269717,254787.7778,254787.7778,266026.3831
SC_all_p4,74,2.230769231,0.973008511,210914.8462,210914.8462,274744.3029
SC_all_p4,173,3.107142857,1.397428396,102892.2174,106055.2273,206625.5877
SC_all_p4,273,2.163934426,1.011091406,138089.4259,124108.2083,235975.6847
SC_all_p4,127,3.227272727,1.346099354,147023.1667,115421.6471,254523.6795
SC_all_p4,100,2.285714286,1.27775313,253507.4545,253507.4545,325695.5998
SC_all_p4,54,3.2,0.979795897,117184,78440.66667,116231.5467
SC_all_p4,18,1.666666667,0.471404521,29979,29979,9947.465439
SC_all_p4,107,2,0.774596669,136517.5556,152282.375,221281.8701
SC_all_p4,44,2.4,1.019803903,178036.2,178036.2,255204.9714
SC_all_p4,54,2.2,0.4,215009.8,215009.8,155719.4269
SC_all_p4,78,2.363636364,0.642824347,51984,51921.77778,63399.15359
SC_all_p4,76,3.181818182,1.402477147,133448.5714,133448.5714,144562.506
SC_all_p4,90,2.833333333,1.1426091,40559.5,40559.5,36441.97006
SC_all_p4,196,2.15625,1.063877783,140966.8966,139395.8519,209929.1793
SC_all_p4,235,2.325581395,1.093765211,213548.7317,160950.7333,272407.266
SC_all_p4,86,2.642857143,1.715773164,158785.0909,164206.7,251743.3017
SC_all_p4,262,2.710526316,0.997573233,93253.57143,62027.19231,133455.02
SC_all_p4,313,2.333333333,1.047483758,124790.7333,81262.75676,201209.8962
SC_all_p4,113,2.636363636,1.067940011,123338.2381,117834.45,173900.9889
SC_all_p4,102,2.555555556,1.257078722,93721.46667,93721.46667,168677.1755
SC_all_p4,84,2.818181818,1.336085314,130068,130068,222470.6175
SC_all_p4,277,2.825,1.115515576,100052.7647,61705.03704,146296.1101
SC_all_p4,366,2.733333333,0.904310664,118798.6341,92205.47059,187011.8177
SC_all_p4,346,2.85,0.90967027,91482.14,59565.325,136312.0617
SC_all_p4,381,2.706896552,1.129672224,107827.8776,86593.54762,168180.6347
SC_all_p4,204,2.851851852,1.112344994,136157.9167,114160.2,170719.0695
SC_all_p4,479,3,1.321156518,70573.17391,62013.81818,142318.3528
SC_all_p4,110,2.647058824,1.025623281,204828.6667,202786.8571,234552.519
SC_all_p4,402,2.727272727,1.409335267,107903.3333,90141.4902,174783.4869
SC_all_p4,151,2.76,1.105621997,79624.54167,53336.52174,188393.1132
SC_all_p4,95,2.866666667,1.024152766,20012.53846,20012.53846,32332.48059
SC_all_p4,93,2.833333333,0.986013297,49465.18182,49465.18182,106182.3987
SC_all_p4,216,3.147058824,1.166501883,77864.77419,77864.77419,177050.9468
SC_all_p4,158,2.423076923,0.927074676,167209.9167,161191.3636,246547.0614
SC_all_p4,95,2.727272727,0.862439362,167723,167723,226198.4633
SC_all_p4,310,2.392857143,1.128820045,130226.5192,114175.1333,201706.2305
SC_all_p4,131,2.619047619,1.174174096,187283.0588,187283.0588,254577.2337
SC_all_p4,124,2.318181818,0.819443472,86264,86264,159107.9336
SC_all_p4,109,2.55,0.804673847,120187.2105,122069.3889,208004.6722
SC_all_p4,75,2.9,0.7,70186.8,70186.8,121505.5141
SC_all_p4,146,2.818181818,1.402477147,129061.1111,129061.1111,218171.5222
SC_all_p4,288,2.711111111,1.240469843,114290.575,105941.6571,187210.9189
SC_all_p4,274,2.326530612,1.201831173,127099.8605,123355.9524,202018.9743
SC_all_p4,80,2.75,1.346291202,165476.3571,165476.3571,271903.7956
SC_all_p4,46,2,0.534522484,237338.4286,237338.4286,228962.8769
SC_all_p4,142,2.347826087,0.81340378,143741.1818,143741.1818,236171.6968
SC_all_p4,102,2.666666667,1.011050059,176921.7857,190505.7692,272380.2965
SC_all_p4,128,2.666666667,0.835710894,75144.44444,65834.47059,164139.2382
SC_all_p4,107,2.333333333,0.712696645,158158.2,118358.0588,205461.7725
SC_all_p4,138,2.291666667,1.098452194,150717.9091,146303.9474,232089.3303
SC_all_p4,217,2.805555556,1.022509018,95076.97143,81536.45161,167945.8789
SC_all_p4,114,2.761904762,0.81092316,67860.52632,48383.64706,97497.46452
SC_all_p4,125,2,0.774596669,191032.75,165074,285570.0815
SC_all_p4,202,2.866666667,1.359738537,42552.88462,42552.88462,69224.49293
SC_all_p4,138,2.782608696,1.443321102,175155.05,175155.05,236241.4704
SC_all_p4,170,2.382352941,0.840682702,153158.0313,144855.6897,208417.3704
SC_all_p4,205,1.976190476,0.96332992,196606.375,219423.8667,270874.7793
SC_all_p4,194,2.757575758,1.128965819,145373.5938,129403.7333,244075.1828
SC_all_p4,109,2.555555556,1.257078722,133469.5,133469.5,223994.2157
SC_all_p4,191,2.310344828,1.36718811,182084.8148,187017.56,258055.84
SC_all_p4,229,2.941176471,1.161671627,107316.9259,86806.32,186357.847
SC_all_p4,99,2.842105263,1.136159639,149916.9333,129235.8462,188913.0289
SC_all_p4,102,2.333333333,0.942809042,87458.18182,87458.18182,163754.9903
SC_all_p4,66,2.7,0.781024968,90310.55556,90310.55556,130323.2063
SC_all_p4,210,2.882352941,1.254748765,71333.13793,72296.42857,135936.9597
SC_all_p4,212,2.911764706,1.336537384,72001.82759,72989,135782.5798
SC_all_p4,93,2.642857143,1.04246568,93416.76923,93416.76923,186584.9716
SC_all_p4,253,3.390243902,0.95962515,34818.93103,34818.93103,70211.23463
SC_all_p4,96,4.125,1.053268722,3892.666667,3892.666667,5363.766483
SC_all_p4,212,2.828571429,1.298036193,85935.2,87368.7931,147002.5636
SC_all_p4,217,2.970588235,1.294451829,60063.35714,60644.92593,126376.5936
SC_all_p4,104,2.619047619,1.132893072,136475.9444,117992.4375,218887.2949
SC_all_p4,205,3.066666667,1.41264134,122064.25,107311.5455,201497.8303
SC_all_p4,97,2.923076923,0.997037031,59029.5,38546.36364,101695.7896
SC_all_p4,210,2.96969697,1.290638754,66554.96429,67376.96296,138537.6169
SC_all_p4,90,2.722222222,1.043794124,32618.64706,32618.64706,59032.45086
SC_all_p4,141,3.347826087,1.305796297,57466.61111,57466.61111,102028.7501
SC_all_p4,213,2.970588235,1.360910035,73104.46429,74169.03704,138036.8777
SC_all_p4,147,3.166666667,1.343709625,125659.3333,125659.3333,209219.7947
SC_all_p4,72,1.115384615,0.423076923,510259.5385,515470.3043,287097.9831
SC_all_p4,212,2.666666667,1.201850425,77180.9697,78206.59375,138884.6213
SC_all_p4,84,2.833333333,1.404358296,229187.7778,172305.125,270902.1713
SC_all_p4,108,3.166666667,1.301708279,87419.07692,87419.07692,141187.2608
SC_all_p4,262,2.558139535,1.206615979,116544.3421,106516.6857,179751.723
SC_all_p4,108,3.058823529,0.937492791,21392,21392,32637.5798
SC_all_p4,128,2.851851852,1.043629837,79902.78261,79902.78261,122966.0402
SC_all_p4,154,3.074074074,1.152322162,68306.45833,69400.21739,153065.9257
SC_all_p4,162,2.925925926,1.184027212,46968.04545,46968.04545,147187.1507
SC_all_p4,148,3.545454545,1.07565087,43426.1875,43426.1875,84790.0533
SC_all_p4,119,2.789473684,1.238800242,248723.6,216399.3077,257482.6805
SC_all_p4,145,2.695652174,1.266106068,139800.1905,139800.1905,218543.3217
SC_all_p4,15,2,0.816496581,102752.6667,102752.6667,128508.8659
SC_all_p4,27,2.2,0.979795897,302654.5,302654.5,243518.7177
SC_all_p4,13,2,0.816496581,331134,331134,271240.676
SC_all_p4,31,2.666666667,0.471404521,81010,81010,107833.05
SC_all_p4,49,2.5,1.118033989,168431.5714,168431.5714,242988.6935
SC_all_p4,49,2.375,0.695970545,163729.5,163729.5,222644.2403
SC_all_p4,40,2.125,0.927024811,248540.125,248540.125,275486.0729
SC_all_p4,28,2.25,0.433012702,256191.25,256191.25,148544.739
SC_all_p4,62,2.071428571,0.883522634,146039.3846,146039.3846,205439.0046
SC_all_p4,29,1.4,0.489897949,530705.2,428342.6667,192763.6761
SC_all_p4,134,2.85,1.10792599,70732.47368,64642.94118,112377.664
SC_all_p4,26,1.5,0.707106781,246958.125,246958.125,273721.5258
SC_all_p4,68,2.75,0.924211376,54582.27273,54582.27273,84921.8633
SC_all_p4,32,1.833333333,0.897527468,344853.6667,344853.6667,339405.8275
SC_all_p4,106,3.055555556,1.177201117,118554.4,118554.4,224119.9312
SC_all_p4,119,3.058823529,1.161671627,62787.66667,50600.07143,78100.80896
SC_all_p4,105,3,1.137592918,133072.5,124363.5833,138464.2521
SC_all_p4,46,2.666666667,0.942809042,8055,8055,5936.942956
SC_all_p4,27,2,0,226515.3333,226515.3333,144517.4308
SC_all_p4,67,2.2,1.077032961,209890.3,231494.8889,310589.272
SC_all_p4,33,2,0.707106781,311289.25,311289.25,233338.9346
SC_all_p4,58,2.181818182,1.336085314,199481.1111,231935.7143,261234.1635
SC_all_p4,70,2.727272727,1.285648693,279309.8889,279309.8889,306393.3884
SC_all_p4,74,2.6,1.143095213,84020.61538,84020.61538,184444.3106
SC_all_p4,123,3.111111111,1.14934227,49728.70588,49728.70588,160081.379
SC_all_p4,170,2.625,0.992156742,46194.06667,43266.46154,122601.0012
SC_all_p4,40,2.5,1.5,20350.85714,20350.85714,24723.43424
SC_all_p4,179,2.25,0.777281588,136032.625,124864.7727,175117.0464
SC_all_p4,172,2.727272727,1.052348809,135612.5862,109784.1481,217844.6329
SC_all_p4,107,2.315789474,1.028674752,148923.7778,125235.0667,179707.8862
SC_all_p4,127,2.857142857,1.03674005,101168.3158,79200.125,169777.277
SC_all_p4,105,3.388888889,1.061387399,32366.0625,34184.46667,88922.01375
SC_all_p4,128,3.19047619,1.295378144,82916,82916,132602.7193
SC_all_p4,86,3.214285714,1.012674777,80449.33333,61913.45455,135178.9357
SC_all_p4,24,1.333333333,0.471404521,150161,150161,154131.9276
SC_all_p4,72,2.857142857,0.742307489,94881.91667,94881.91667,144485.303
SC_all_p4,22,1.375,0.856956825,184386.625,184386.625,214523.7397
SC_all_p4,51,3.111111111,1.2862041,99070.875,99070.875,222833.4576
SC_all_p4,108,2.409090909,1.154402282,57004.57895,53606.29412,150960.5011
SC_all_p4,139,2.956521739,0.999054373,65716.17647,52051.9375,116861.5622
SC_all_p4,74,2.307692308,1.13575562,132289.2,132289.2,194040.334
SC_all_p4,249,2.3,1.077032961,146535.2821,146826.2162,227283.0052
SC_all_p4,128,2.769230769,1.249852062,167414.2917,167414.2917,254029.2921
SC_all_p4,90,1.611111111,1.161363609,108944.625,108944.625,171764.3093
SC_all_p4,587,2.465346535,1.086044293,95051.89655,81058.2716,172365.3632
SC_all_p4,410,2.71641791,1.24356217,76151.69355,79292.07018,174668.5256
SC_all_p4,405,2.573333333,1.179529096,119033.5075,115215.7419,186038.9957
SC_all_p4,220,2.583333333,1.187317237,174646.8485,170278.3333,236250.5839
SC_all_p4,143,2.75,1.450574599,140034.7,116752.5556,242336.3494
SC_all_p4,168,2.111111111,1.021376462,216800.9412,135371.9259,288040.7768
SC_all_p4,137,2.857142857,1.245399698,127634.3333,106052.6,220850.6482
SC_all_p4,128,2.652173913,1.165022696,107196.2273,107196.2273,202017.6544
SC_all_p4,98,2.526315789,0.9385555,116129.4706,116129.4706,218681.8646
SC_all_p4,121,2.772727273,0.901101255,28802.45455,28802.45455,77825.80357
SC_all_p4,134,2.444444444,1.133115447,138501,113694.2727,229229.9355
SC_all_p4,146,2.476190476,0.957131012,102205.8,103064.5263,201029.0803
SC_all_p4,336,2.661290323,0.949423397,93941.94828,72793.48077,159757.0119
SC_all_p4,169,2.84,1.286234815,89263.95455,89263.95455,195044.9711
SC_all_p4,140,2.72,1.149608629,117178.4583,104296.5909,171699.9584
SC_all_p4,210,2.45,1.116915395,157790.4737,141702.3636,213211.6357
SC_all_p4,19,2.666666667,0.942809042,140090.3333,140090.3333,162083.3907
SC_all_p4,144,3.117647059,1.078253105,102629,80831.5,186078.9734
SC_all_p4,120,2.384615385,0.963843391,155198.875,117706.4762,221155.3125
SC_all_p4,137,3,1.290994449,159414.7333,159414.7333,268989.8317
SC_all_p4,155,2.346153846,0.829379179,156272.68,134273.6667,244598.9861
SC_all_p4,165,2.772727273,1.041494476,117660.85,101969.9444,175054.0727
SC_all_p4,335,2.519230769,1.232420767,158493.1111,106228.1667,230301.9447
SC_all_p4,85,1.7,0.9,210272.6111,210272.6111,295718.1561
SC_all_p4,252,2.4,1.041366623,121411.0256,121411.0256,192466.6894
SC_all_p4,422,2.222222222,1.006153904,123909.6711,120598.918,200459.6408
SC_all_p4,263,3.078431373,1.34080949,109732.878,101804.9143,192866.7295
SC_all_p4,90,2.3125,1.102199506,54528.61538,54528.61538,97889.13047
SC_all_p4,516,2.511363636,1.177384603,151454.7532,140663.2297,240070.9686
SC_all_p4,74,2.764705882,1.00172861,59025,59025,163624.9121
SC_all_p4,332,2.619047619,1.118794298,80180.11667,61150.52083,139278.8106
SC_all_p4,155,2.777777778,0.916245695,43042.04167,43042.04167,76784.22797
SC_all_p4,405,2.441176471,1.310392318,95569.26984,92933,175602.2029
SC_all_p4,344,2.465517241,0.950780392,133386.4286,117507.2927,190029.313
SC_all_p4,248,2.4,1.181336343,79917.10811,82100.97222,175458.378
SC_all_p4,236,2.088235294,0.981225136,71703.9375,62166.48387,122375.2819
SC_all_p4,624,2.704761905,1.249181138,132818.4526,111940.1829,222636.8132
SC_all_p4,150,2.806451613,0.997395151,57298.73077,46647.20833,104678.8186
SC_all_p4,144,2.222222222,1.133115447,154340.4231,124424.9565,241208.6138
SC_all_p4,713,2.505617978,1.162364845,119888.0125,106584.4054,203069.5624
SC_all_p4,91,2.761904762,0.920908553,35116.05263,35116.05263,84876.27687
SC_all_p4,148,2.892857143,1.234599001,100587,99640.30435,198196.8959
SC_all_p4,633,2.198113208,0.935866175,171539.6275,151303.8276,235805.1455
SC_all_p4,256,2.682926829,0.948401078,141956.6667,134171.1818,197857.5412
SC_all_p4,547,2.52,1.195658814,109493.3882,105253.4267,202314.8906
SC_all_p4,253,2.333333333,0.942809042,113710.2439,92093.93103,145400.5066
SC_all_p4,292,2.119047619,1.073542887,147247.9231,157699.0294,226915.9294
SC_all_p4,236,2.088235294,0.981225136,71703.9375,62166.48387,122375.2819
SC_all_p4,150,2.421052632,1.13859514,136762.8889,136762.8889,247435.6053
