SC_WLL_Plvl,nwords,cl_av_deps,cl_ndeps_std_dev,acad_av_construction_freq,acad_av_construction_freq_type,acad_av_construction_freq_stdev
SC_WLL_p4,428,2.857142857,1.22890361,121531.3488,107303.0789,190045.0496
SC_WLL_p4,63,2.916666667,1.255543264,116726.7,116100.6667,134234.3972
SC_WLL_p4,78,2.571428571,0.903507903,109669.9231,109669.9231,141040.8362
SC_WLL_p4,95,2.777777778,1.356283957,126188.4118,126188.4118,184914.3062
SC_WLL_p4,33,2.5,1.5,250904.75,250904.75,263743.7732
SC_WLL_p4,51,2.4,0.489897949,80075.2,80075.2,106305.3592
SC_WLL_p4,37,2.333333333,0.471404521,151948.3333,125469.2,119388.7692
SC_WLL_p4,97,2.304347826,0.856422418,129935.1818,129935.1818,205063.6345
SC_WLL_p4,76,2.416666667,1.037491633,89260.18182,89260.18182,110922.2584
SC_WLL_p4,183,3.214285714,1.175862688,48824.41667,48824.41667,101893.1028
SC_WLL_p4,255,2.435897436,1.081188136,81316.91667,67887.96875,120886.762
SC_WLL_p4,510,2.714285714,1.174174096,119417.3966,101033.0784,193498.6035
SC_WLL_p4,614,2.512195122,1.038806802,92130.25333,78400.7,179884.0799
SC_WLL_p4,574,3.169811321,1.397245931,115539.8605,73680.62162,205327.2596
SC_WLL_p4,396,2.634615385,1.160716724,90281.93617,72229.65116,159285.1073
SC_WLL_p4,65,2.888888889,0.737027731,55730,55730,118897.458
SC_WLL_p4,638,2.630952381,1.032562253,95206.13514,85406.51515,145709.8266
SC_WLL_p4,429,2.791666667,1.059841445,125970.881,116494.4737,193461.8562
SC_WLL_p4,377,2.85,1.235920709,70971.43137,73421.85106,162797.9034
SC_WLL_p4,468,2.533333333,1.117536974,112313.5556,96211.57447,178038.8306
SC_WLL_p4,299,2.62,1.354843164,150576.4889,145626.5714,226839.8347
SC_WLL_p4,98,2.777777778,0.785674201,101321.5294,87717.4,132111.7273
SC_WLL_p4,225,2.555555556,0.984446953,78535.27273,58279.39286,102563.2277
SC_WLL_p4,182,2,1.135923668,152205.8571,123480.1739,195640.5955
SC_WLL_p4,142,2.909090909,1.648941559,177943.5789,177943.5789,231684.2239
SC_WLL_p4,350,2.674418605,0.957733036,73543.4,73543.4,124453.4837
SC_WLL_p4,563,3.092592593,1.337057556,113157.4773,72023.63158,203579.5998
SC_WLL_p4,439,2.524590164,1.153846843,136950.6481,108154.9111,204772.3204
SC_WLL_p4,364,2.490909091,1.547698905,154327.8511,122850.65,214044.966
SC_WLL_p4,275,3.175,1.301681605,135309.3636,120405.9,192452.7309
SC_WLL_p4,690,2.516853933,1.071724008,86192.95122,74098.4,165879.8163
SC_WLL_p4,307,2.651162791,1.138822749,90842.66667,68749.52941,138648.0787
SC_WLL_p4,267,2.631578947,1.133718907,160713.2727,140784.963,204457.4637
SC_WLL_p4,413,2.788461538,1.245554224,117715.6458,99524.67442,187727.5147
SC_WLL_p4,218,2.454545455,0.924118223,141786.6452,135467.5172,195859.5713
SC_WLL_p4,453,3,1.063219066,116519.5968,84251.07407,192400.5445
SC_WLL_p4,722,2.396226415,1.194952003,154637.8763,108001.3514,214055.0048
SC_WLL_p4,14,1.666666667,0.471404521,323696.3333,323696.3333,279712.0458
SC_WLL_p4,12,3,0.816496581,21300,21300,6537
SC_WLL_p4,15,2.5,0.5,28854.5,28854.5,14295.5
SC_WLL_p4,14,2.5,0.5,61237,61237,61124
SC_WLL_p4,19,4.5,0.5,0,0,0
SC_WLL_p4,113,2.545454545,1.269476368,72422.6,75540.55556,153057.9017
SC_WLL_p4,102,2.684210526,1.078626396,118289.625,120421.7333,179138.1144
SC_WLL_p4,170,2.851851852,1.432524415,160191.4167,157007.8261,251691.5253
SC_WLL_p4,217,2.973684211,0.986403411,102900.1389,99171.17143,165294.6536
SC_WLL_p4,132,2.636363636,0.710022698,124453.75,88133.66667,126386.4303
SC_WLL_p4,128,2.357142857,1.140622816,86717.7037,72791.625,148753.3781
SC_WLL_p4,192,2.552631579,1.116794483,171238.5,104323.8966,236187.3787
SC_WLL_p4,356,2.783333333,1.239511553,111127.0377,106428.3953,186425.2413
SC_WLL_p4,336,2.457142857,1.238498103,141884.9385,101857.7333,215929.1796
SC_WLL_p4,244,2.418604651,0.895273328,136104.9535,102815.7429,223349.7483
SC_WLL_p4,56,2.307692308,1.06587742,223031.0833,223031.0833,283668.8419
SC_WLL_p4,397,2.707692308,1.146540977,102821.1695,94410.65217,182171.6883
SC_WLL_p4,145,2.695652174,1.158514139,175980.25,169598.7222,214011.7821
SC_WLL_p4,559,2.252631579,1.075746214,179393.7619,153194.7246,232477.3249
SC_WLL_p4,336,2.457142857,1.238498103,141884.9385,88621.56818,215929.1796
SC_WLL_p4,223,2.476190476,1.005652956,43989.82051,39104.82353,83439.34237
SC_WLL_p4,59,3.090909091,1.311109555,114019.2222,82351,152234.4762
SC_WLL_p4,98,3.066666667,0.997775303,61448.76923,76241.9,109607.4457
SC_WLL_p4,109,2.217391304,0.831788107,94246.34783,89994.80952,116595.5867
SC_WLL_p4,123,2.823529412,1.382040015,79681.86667,79681.86667,126793.5259
SC_WLL_p4,252,2.386363636,0.958595305,134770.3953,93225.14286,221366.0424
SC_WLL_p4,149,2.464285714,1.209549587,149731.76,151799.2609,229119.3508
SC_WLL_p4,138,2.047619048,1.290115922,186046.2105,186046.2105,222487.4596
SC_WLL_p4,215,2.324324324,1.091838372,152235.1622,108241.5185,211694.7161
SC_WLL_p4,93,3.066666667,1.651934892,92280.45455,92280.45455,190244.8228
SC_WLL_p4,224,2.617647059,1.188541021,141806.8387,118186.8621,206992.0339
SC_WLL_p4,176,2.638888889,1.00423486,147920.3529,129595.2333,206833.802
SC_WLL_p4,115,2.409090909,0.834434534,172109.65,172109.65,211923.0184
SC_WLL_p4,186,2.575757576,1.371358606,114204.5357,117979.8462,190497.9659
SC_WLL_p4,180,2.878787879,1.094270914,54590.3,54590.3,135666.9663
SC_WLL_p4,97,3.307692308,1.13575562,35351.66667,35351.66667,70551.90159
SC_WLL_p4,299,2.410714286,1.013776281,205624.8627,186271.4773,260535.1084
SC_WLL_p4,216,2.763157895,0.984998277,78130.42857,58093.83871,112986.9548
SC_WLL_p4,195,2.515151515,0.925111365,141105.0323,104568.8696,159220.5019
SC_WLL_p4,177,2.966666667,1.168569876,65227.66667,64432.96154,140390.2946
SC_WLL_p4,225,2.828571429,1.206783548,49401.87097,50439.9,86346.6159
SC_WLL_p4,235,2.5,1.331066914,92833.63415,86204.60526,161552.029
SC_WLL_p4,546,2.548387097,1.159496823,124111.369,96427.32836,205053.5413
SC_WLL_p4,444,2.25,1.02813677,153922.7816,113133.6944,254747.8133
SC_WLL_p4,689,2.446153846,1.150662274,158351.85,121717.9592,238386.5252
SC_WLL_p4,363,2.555555556,1.300522212,142348.0417,106221.3111,250556.423
SC_WLL_p4,308,2.622641509,1.102765222,103456.28,93965.21053,175405.3212
SC_WLL_p4,259,2.531914894,1.007441753,123690.3182,106518.5952,204523.5074
SC_WLL_p4,217,2.536585366,1.084200525,104990.5135,90559.60606,169431.8287
SC_WLL_p4,265,2.372093023,0.889819836,96406,62427.93939,163300.4279
SC_WLL_p4,452,2.593023256,1.223585153,133750.1392,111209.8462,191458.2051
SC_WLL_p4,372,2.49122807,1.2858584,126127.6604,100875.3125,229198.781
SC_WLL_p4,446,2.258064516,1.025515614,156326.8046,113448.2535,254088.354
SC_WLL_p4,318,2.633333333,1.110055054,128754.5556,118344.6,216146.9837
SC_WLL_p4,602,2.669724771,1.173523244,97949.78947,95349.92,165914.0277
SC_WLL_p4,185,2.588235294,0.844276476,131082.0882,102675.7667,241780.8037
SC_WLL_p4,164,2.352941176,1.053910169,116082.6875,116711.5667,194054.9005
SC_WLL_p4,226,2.534883721,1.226620186,121812.1707,77021.36111,208441.1874
SC_WLL_p4,290,2.377358491,0.936198961,106015.2157,96991.75,184658.696
SC_WLL_p4,75,2.333333333,0.623609564,21058.16667,15164.36364,30780.73182
SC_WLL_p4,129,2.909090909,1.275969895,41639.15789,43313,151798.2729
SC_WLL_p4,112,2.9375,1.087930949,122121.5385,122121.5385,241440.1219
SC_WLL_p4,444,2.229166667,1.06535564,157267.1685,113735.3099,250108.8232
SC_WLL_p4,511,2.68,1.034859089,102153.5571,88819.72581,187717.3143
SC_WLL_p4,204,2.476190476,1.005652956,110119.6,75259.68571,187396.1333
SC_WLL_p4,520,2.686746988,1.191614384,99627,68489.12698,183051.0343
SC_WLL_p4,411,2.513513514,1.042907102,137096.0286,112634.9184,189488.7809
SC_WLL_p4,212,2.457142857,0.93634112,140932.375,134003.6667,212493.2218
SC_WLL_p4,330,2.339622642,1.062986115,139265.7925,95094.90698,201835.5248
SC_WLL_p4,330,2.851851852,1.043629837,64734.67925,59904.7551,137846.0178
SC_WLL_p4,470,2.482142857,1.336186891,112680.7708,87829.97826,208246.5116
SC_WLL_p4,328,2.483870968,1.043287847,174825.5536,149532.25,245656.9491
SC_WLL_p4,245,2.333333333,0.863731293,101062.15,71372.65714,166774.8028
SC_WLL_p4,17,4,0,471,471,0
SC_WLL_p4,20,4,0,0,0,0
SC_WLL_p4,900,2.381944444,1.047460738,128113.9389,90432.09,199787.9504
SC_WLL_p4,110,3.052631579,1.098979633,36367.72222,38504.94118,86448.89572
SC_WLL_p4,69,2.75,1.089724736,122181.2,122181.2,215271.9857
SC_WLL_p4,109,2.555555556,0.955813919,62695.6,62695.6,169687.7059
SC_WLL_p4,134,2.708333333,1.306367951,70499.55,52397.94444,106829.4471
SC_WLL_p4,98,2.428571429,0.954758936,34208,34208,82602.56429
SC_WLL_p4,102,2.941176471,1.211250605,134922.4286,123428.4615,195351.0324
SC_WLL_p4,146,2.5,1.196586053,187932.619,166615.3333,254445.1382
SC_WLL_p4,234,2.3125,0.960821046,134349.2826,121384.3243,198209.7995
SC_WLL_p4,424,2.857142857,1.798210247,106546.875,74875.60417,192622.5019
SC_WLL_p4,610,2.775862069,1.189655172,123966.9533,114899.2553,209644.8263
SC_WLL_p4,437,2.352112676,0.92078643,159430.9403,144547.8704,223519.2259
SC_WLL_p4,246,2.106382979,0.994325229,172592.9318,141736.1081,239496.4279
SC_WLL_p4,407,2.220779221,0.961916062,131056.4865,131400.4697,225262.4882
SC_WLL_p4,517,2.198019802,0.975134436,165403.4845,146230.2386,257368.0761
SC_WLL_p4,639,2.433333333,1.101009638,117614.4954,107974.0215,194789.1096
SC_WLL_p4,186,1.825,0.802729718,206392.8462,203729.3889,287279.4459
SC_WLL_p4,161,1.896551724,0.922695735,156561.5714,156561.5714,240204.504
SC_WLL_p4,424,2.282051282,1.153561218,185674.6912,148047.9322,274914.0856
SC_WLL_p4,182,2.307692308,0.991084517,127762.4211,127762.4211,200922.102
SC_WLL_p4,255,2.333333333,0.918936583,135808.5455,116428.5122,203198.3194
SC_WLL_p4,681,2.319672131,1.216460826,155084.2348,117936.7363,234035.5051
SC_WLL_p4,182,1.909090909,0.792527081,198863.8125,198863.8125,276095.8971
SC_WLL_p4,158,1.882352941,0.899826973,168171.4516,150968.8667,258743.4665
SC_WLL_p4,251,1.930232558,0.9249852,221373.3659,221373.3659,292370.2056
SC_WLL_p4,327,2.533333333,1.257864151,133236.0926,119182.36,227456.9453
SC_WLL_p4,315,2.452380952,0.980825234,161302.8158,135065.4706,218248.802
SC_WLL_p4,362,2.567164179,1.039860504,140421.0781,126707.6333,218830.2596
SC_WLL_p4,268,2.294117647,1.107799756,164385.5306,142646.5227,237374.9882
SC_WLL_p4,131,2.96,1.215894732,83190.19048,68981.45,171141.3067
SC_WLL_p4,317,2.59375,0.842591798,112771.7049,109525.9818,184641.3227
SC_WLL_p4,219,2.705882353,1.151199164,130573.8387,106879.1923,164578.9715
SC_WLL_p4,293,2.62,1.247236946,127092.6444,107368.5526,185884.7024
SC_WLL_p4,142,3.130434783,1.540873491,137613.2,137613.2,246662.9374
SC_WLL_p4,338,2.524590164,1.065195393,158235.3276,135798.4468,242251.4325
SC_WLL_p4,121,2.571428571,1.256276758,131854.5,120570.1111,180597.6002
SC_WLL_p4,253,2.613636364,1.027262671,98598.38095,80175.38889,185571.5674
SC_WLL_p4,337,3.018181818,1.341517582,94456.97959,94821.53191,193163.8247
SC_WLL_p4,191,2.516129032,1.043287847,95299.67857,77564.69231,137538.0851
SC_WLL_p4,98,2.833333333,0.897527468,37471.81818,37471.81818,66679.83316
SC_WLL_p4,243,2.625,0.940412144,182351,177093.7778,202282.9459
SC_WLL_p4,506,2.25,1.19398293,128775.0123,104946,198095.8498
SC_WLL_p4,191,2.433333333,1.116044603,91530.2,83496.29167,155673.5051
SC_WLL_p4,266,2.731707317,1.036513627,48950.07692,47018.21053,114034.2002
SC_WLL_p4,402,2.378787879,1.190430932,83970.30508,75087.88889,146034.7696
SC_WLL_p4,96,2.4375,0.704339229,109392.2,69898.41667,114771.5625
SC_WLL_p4,96,2.4375,0.704339229,109451.7333,69972.83333,114715.4753
SC_WLL_p4,147,2.631578947,1.08630355,98972.16667,82166.9375,116006.1081
SC_WLL_p4,580,2.505617978,1.102842044,112303.6988,89093.14865,205422.5343
SC_WLL_p4,487,2.375,1.053268722,175917.0933,128114.0508,254559.6907
SC_WLL_p4,18,2.5,0.866025404,13986.5,13986.5,11669.64504
SC_WLL_p4,25,3.4,1.854723699,76057.5,76057.5,120366.0737
SC_WLL_p4,111,1.5,0.612372436,203618.4,203618.4,257693.0737
SC_WLL_p4,603,2.388888889,1.161363609,158223.9293,130773.3012,253776.3419
SC_WLL_p4,696,2.315789474,1.222400086,154051.7381,111872.5,236111.1614
SC_WLL_p4,349,2.253968254,0.991523663,188135.6271,162705.4082,233071.1684
SC_WLL_p4,413,2.52238806,1.070056617,132653.8947,108164.1346,216807.0099
SC_WLL_p4,555,2.276190476,1.03735229,104594.7549,91178.14286,177219.5989
SC_WLL_p4,463,2.32,1.103449138,205067.5319,199267.7143,258557.4687
SC_WLL_p4,212,2.611111111,1.034885334,62509.31429,61821.64706,122163.3737
SC_WLL_p4,259,2.684210526,1.126364977,158802.7813,153828.7,245693.2018
SC_WLL_p4,166,2.384615385,0.880424857,103651.1304,70971.57895,119739.2148
SC_WLL_p4,275,2.4,0.926381033,154823.68,137589.9773,175480.3948
SC_WLL_p4,169,2.192307692,1.038461538,131343.2857,131343.2857,232069.4818
SC_WLL_p4,137,2.541666667,1.117257306,116631.5909,121933.9524,210141.2476
SC_WLL_p4,238,2.942857143,1.2408029,150616.8387,143150.4828,228181.747
SC_WLL_p4,585,2.345454545,1.048257113,141990.92,119931.8916,235372.2942
SC_WLL_p4,176,2.575757576,1.155495513,73635.68966,63269.16667,133616.8861
SC_WLL_p4,103,2.263157895,0.964752778,89146.68421,89146.68421,163204.271
SC_WLL_p4,133,2.8125,1.184205958,118093.1538,108483.0833,192036.5589
SC_WLL_p4,224,2.617647059,1.213034743,119517.7188,101300.5806,227522.64
SC_WLL_p4,209,2.4,1.047445873,92402.58065,100913.7857,182484.2133
SC_WLL_p4,199,2.764705882,1.394502305,119351.9,102905.7407,185436.7099
SC_WLL_p4,134,2.652173913,0.960466175,140790.4762,140790.4762,217749.4981
SC_WLL_p4,316,2.673076923,1.266751658,87590.11628,59069.63158,161576.1914
SC_WLL_p4,535,2.174311927,0.984690486,161413.2264,137044.0745,248253.5311
SC_WLL_p4,481,2.448717949,1.057905961,162332.1507,120968.7018,236390.4257
SC_WLL_p4,606,2.510416667,1.08007322,117824.7273,64694.87324,210058.7735
SC_WLL_p4,71,2.25,1.089724736,168201.75,188882,262236.778
SC_WLL_p4,544,2.5625,1.116285694,136802.8391,118808.2609,218043.4877
SC_WLL_p4,84,2.375,1.053268722,106646.7333,106646.7333,180134.5513
SC_WLL_p4,77,2.1,0.7,186112.65,183623.1053,202879.6814
SC_WLL_p4,113,2.476190476,0.85183542,89656.57143,89656.57143,199838.3854
SC_WLL_p4,529,2.375,1.072866099,168871.4353,129954.12,259971.534
SC_WLL_p4,124,2.407407407,1.162986553,117652.125,117652.125,222493.8034
SC_WLL_p4,738,2.222222222,1.17168234,163945.1953,125785.3173,241503.8526
SC_WLL_p4,423,2.279069767,1.052694911,151219.0122,120565.169,226326.7213
SC_WLL_p4,585,2.736363636,1.141587991,98226.11321,92299.45,194721.0539
SC_WLL_p4,78,2.294117647,0.823529412,181489.1765,181489.1765,258476.1578
SC_WLL_p4,558,2.330188679,1.070370224,90341.39216,78758.58824,164445.8597
SC_WLL_p4,106,2.733333333,1.123486636,127878.9231,127878.9231,203538.3625
SC_WLL_p4,154,2.714285714,0.880630572,46582.34615,36385.6087,66925.29506
SC_WLL_p4,253,2.7,0.964365076,94389.95652,76747.64286,147028.0767
SC_WLL_p4,329,2.381818182,0.904351281,136417.6538,130701.8913,202923.7442
SC_WLL_p4,427,2.52238806,1.297048417,160534.569,138889.5714,236622.9672
SC_WLL_p4,175,2.153846154,1.230769231,171661.76,176965.9583,247364.4295
SC_WLL_p4,247,2.652173913,1.165022696,51299.65854,46746.8,120346.5064
SC_WLL_p4,516,2.80952381,1.179953495,121958.5143,94474.7037,190186.6321
SC_WLL_p4,399,2.381818182,0.981481424,110417.8679,75701.31818,167882.9227
SC_WLL_p4,615,2.653061224,1.325588362,176282.5,127115.3538,210110.8705
SC_WLL_p4,368,2.492307692,1.17830487,126426.2623,112190.0377,198103.8223
SC_WLL_p4,451,2.153846154,1.011180106,106755.069,115807.4717,199084.6291
SC_WLL_p4,68,2.428571429,0.903507903,132276.4286,132276.4286,236322.8801
SC_WLL_p4,72,2.444444444,0.895806416,80002.17647,80002.17647,162429.7699
SC_WLL_p4,295,2.319148936,0.827875594,124404.3409,97726.32258,167792.8294
SC_WLL_p4,164,2.55,1.116915395,125823.8947,125823.8947,220871.611
SC_WLL_p4,152,2.258064516,0.878699256,76047.19355,69103.96667,136853.6781
SC_WLL_p4,9,3,0,49059.5,49059.5,36534.5
SC_WLL_p4,9,2.5,0.5,226479.5,226479.5,140885.5
SC_WLL_p4,14,3.5,0.5,4732,4732,2693
SC_WLL_p4,11,2.5,0.5,226479.5,226479.5,140885.5
SC_WLL_p4,9,3,0,50400,50400,35194
SC_WLL_p4,201,2.894736842,1.252144974,79877.21875,79877.21875,175345.19
SC_WLL_p4,123,2.454545455,0.940370948,121914.8636,112608.4211,164233.5617
SC_WLL_p4,14,3.5,0.5,318,318,115
SC_WLL_p4,9,3,0,29796.5,29796.5,13353.5
SC_WLL_p4,18,2.666666667,1.699673171,187641,187641,96703
SC_WLL_p4,13,1.666666667,0.471404521,7541.666667,7541.666667,5345.189821
SC_WLL_p4,339,2.482142857,1.14939536,116442.7115,117617.3958,218485.1087
SC_WLL_p4,9,3,0,29796.5,29796.5,13353.5
SC_WLL_p4,36,2.375,1.218349293,136662.25,136662.25,225586.7494
SC_WLL_p4,12,3,1,183784,183784,183581
SC_WLL_p4,11,3,0,8608.5,8608.5,7834.5
SC_WLL_p4,19,2.666666667,1.699673171,345843,345843,338406
SC_WLL_p4,12,3,0,8769.5,8769.5,7673.5
SC_WLL_p4,220,1.95,0.864580823,104672.9474,104672.9474,214504.8358
SC_WLL_p4,13,3,1,367365,367365,0
SC_WLL_p4,9,3,0,29796.5,29796.5,13353.5
SC_WLL_p4,13,3.5,0.5,3497.5,3497.5,2803.5
SC_WLL_p4,11,3,0,2980.5,2980.5,2008.5
SC_WLL_p4,561,2.71875,1.178833507,87886.59524,76562.57143,171744.6514
SC_WLL_p4,511,2.779069767,1.242663707,103070.9868,90202.33333,201329.0726
SC_WLL_p4,500,2.569620253,1.11017782,109410,95715.87302,201045.8602
SC_WLL_p4,505,2.515625,0.968119755,135649.875,88621.15556,196247.3553
SC_WLL_p4,383,2.46969697,1.208802274,158354.629,145628.3019,228183.9331
SC_WLL_p4,702,2.555555556,1.369869778,192357.8125,132573.2568,260648.575
SC_WLL_p4,371,2.611111111,1.025899184,121290.2157,68564.18919,153331.0622
SC_WLL_p4,177,2.433333333,1.256538455,214110.7407,196028.5,289100.9829
SC_WLL_p4,108,2.666666667,0.869226987,70078.46667,58411.64286,109877.5742
SC_WLL_p4,140,2.277777778,0.80315735,111687.5,104527.1176,186395.3779
SC_WLL_p4,131,2.117647059,0.6758309,104810,104810,189248.9508
SC_WLL_p4,80,2.416666667,0.493006649,136051.5455,99540.625,123213.945
SC_WLL_p4,91,2.210526316,1.004146528,161774.0556,161774.0556,215046.9971
SC_WLL_p4,97,2.6875,0.845484329,80559.2,80559.2,176853.6454
SC_WLL_p4,98,2.352941176,0.903664206,137301.0588,137301.0588,185734.8353
SC_WLL_p4,111,2.714285714,0.958314848,166769.7692,150053.5,213977.693
SC_WLL_p4,125,2.071428571,0.997445717,139343.7037,147028.32,237091.1648
SC_WLL_p4,71,2.142857143,0.832993128,94873,94873,167837.7801
SC_WLL_p4,115,2.722222222,0.989138545,107541.9412,107541.9412,182223.1351
SC_WLL_p4,47,3.714285714,1.385051388,68134.8,68134.8,109201.8728
SC_WLL_p4,246,2.743589744,0.979742214,140356.9444,140356.9444,208512.7216
SC_WLL_p4,182,2.724137931,1.256611528,135447.75,137846.1429,193314.1939
SC_WLL_p4,98,3,1.316561177,68538.57143,56436.16667,76225.50519
SC_WLL_p4,209,2.375,1.133302696,132413.9231,118768.2571,228088.6281
SC_WLL_p4,177,2.269230769,1.058216653,106813.2,77372.09091,170493.0249
SC_WLL_p4,144,2.64,1.162067124,102131.4762,86844.4375,151201.9274
SC_WLL_p4,124,2.75,1.089724736,77014.78947,77014.78947,164592.9986
SC_WLL_p4,60,2.818181818,0.715818898,106065.7,106065.7,108041.1759
SC_WLL_p4,133,2.684210526,1.028674752,107671.3333,97278.82353,168552.5225
SC_WLL_p4,158,2.444444444,0.831479419,107405.36,92019.3913,161007.1394
SC_WLL_p4,181,3.103448276,1.373262604,75003.04,76898.09091,149392.9304
SC_WLL_p4,160,2.111111111,1.099943882,133027.75,144030.9524,223873.8005
SC_WLL_p4,68,2.666666667,0.471404521,33925.58333,33925.58333,64282.91928
SC_WLL_p4,169,2.428571429,1.147312743,128453.84,118499.2083,227325.6256
SC_WLL_p4,179,2.413793103,1.218173913,132711.96,77994.86364,218011.5996
SC_WLL_p4,181,2.064516129,1.075698839,187120.3929,197673.4231,253527.4996
SC_WLL_p4,305,2.163636364,0.986520725,201959.2264,159901.925,209608.3448
SC_WLL_p4,85,2.75,0.75,52900.53333,52900.53333,88303.95424
SC_WLL_p4,398,2.519230769,1.046797031,148974.2174,91621.82051,233439.7703
SC_WLL_p4,180,2.387096774,1.067931959,127015.9655,117858.44,235484.9754
SC_WLL_p4,106,2.181818182,0.649220766,68433.09524,66595.52632,142885.3254
SC_WLL_p4,112,2.238095238,0.971241812,136598.9,136598.9,213971.3903
SC_WLL_p4,327,2.147540984,1.185099644,181857.9298,114807.8,271543.3538
SC_WLL_p4,369,2.549019608,1.303294852,200094.3333,186205.9231,233054.0458
SC_WLL_p4,157,2.47826087,0.772886471,82153.17391,69189,132572.4329
SC_WLL_p4,227,3.294117647,1.383291296,47250.4,26273.69231,76388.33778
SC_WLL_p4,241,2.744186047,1.058586668,101893.225,104951.5588,144549.7685
SC_WLL_p4,187,2.9,1.106044002,99399.28,91852.7619,159443.952
SC_WLL_p4,168,2.666666667,1.135292424,151599.7407,148453.0385,239065.8183
SC_WLL_p4,133,2.52173913,1.057871744,148456.2273,144410.619,201043.8631
SC_WLL_p4,217,2.928571429,1.462106392,207045.9565,199684.2381,252367.4114
SC_WLL_p4,346,2.866666667,1.54344492,151082.1111,127646.8125,237606.1701
SC_WLL_p4,917,2.739130435,1.127420731,113262.3,82563.08434,184297.008
SC_WLL_p4,295,2.558139535,0.947513897,124906.8571,124560.2727,190896.8244
SC_WLL_p4,146,2.275862069,1.0470501,151156.5926,159786.24,256054.1051
SC_WLL_p4,186,2.612903226,1.15500089,142239.5714,142239.5714,236478.2806
SC_WLL_p4,173,3,1.190238071,109545.2353,93431.5,144996.6957
SC_WLL_p4,97,2.947368421,1.145870582,111866.2353,111866.2353,225885.1643
SC_WLL_p4,279,2.333333333,1.138550085,156943.5918,115553.7805,247481.9122
SC_WLL_p4,106,2.476190476,1.051939144,187339.6842,169129,274418.6565
SC_WLL_p4,152,2.642857143,1.171515676,93394.36,93394.36,188458.1078
SC_WLL_p4,540,2.311111111,1.131807251,148045.6744,127196.5068,219620.736
SC_WLL_p4,214,2.444444444,1.012270398,99378.35294,111249.9655,195418.6777
SC_WLL_p4,218,2.842105263,0.778876241,65945.87879,60439,141548.4404
SC_WLL_p4,478,2.536585366,1.415895149,183921.9853,167855.7258,269758.0248
SC_WLL_p4,653,2.657142857,1.2408029,143057.8854,128994.8356,201855.4393
SC_WLL_p4,79,2.769230769,1.0490909,158638.5455,146068,212338.4994
SC_WLL_p4,68,2.666666667,1.105541597,87534.1,87534.1,200326.3014
SC_WLL_p4,385,2.769230769,1.249852062,98901.6383,95977.45652,178282.0136
SC_WLL_p4,188,2.515151515,1.076504222,130397.5,130971.5357,185583.5891
SC_WLL_p4,434,2.469135802,1.31549568,161939.9265,102492.5088,256085.9336
SC_WLL_p4,260,2.716981132,1.122284706,92122.44898,88156.34043,177174.4297
SC_WLL_p4,135,2.714285714,1.075389504,96887.61111,96887.61111,179380.197
SC_WLL_p4,646,2.568627451,1.240728786,131418.3152,106479.4853,206757.5432
SC_WLL_p4,412,2.796296296,1.22292348,139523.8372,91529.37838,226082.7043
SC_WLL_p4,432,2.273809524,1.116448349,143640.5195,106209.2813,226767.538
SC_WLL_p4,508,2.823529412,1.413601746,165859.2963,140738.0889,240108.7107
SC_WLL_p4,69,3.083333333,1.037491633,30613.7,30613.7,68088.67853
SC_WLL_p4,454,2.620689655,0.943719461,95945.65385,83729.88889,146096.3682
SC_WLL_p4,864,2.828571429,1.237948709,106065.2989,75425.79452,190329.8969
SC_WLL_p4,377,2.253333333,1.021023452,104108.7246,79971.67857,183138.4846
SC_WLL_p4,200,2.84375,1.034087007,53365.46667,53365.46667,142821.1811
SC_WLL_p4,785,3.016,1.24569017,92449.36792,69902.51579,175093.8137
SC_WLL_p4,552,2.890243902,1.40561676,53704.04225,45505.3,107946.8226
SC_WLL_p4,626,2.260416667,1.063061535,148366.5287,143717.1333,235535.2063
SC_WLL_p4,488,2.255813953,1.091042242,161669.4146,141076.8769,233721.5234
SC_WLL_p4,655,2.558823529,1.241232226,130091.9341,105455.4412,208225.3584
SC_WLL_p4,60,2.818181818,1.19226155,128924.3,128924.3,203908.273
SC_WLL_p4,560,2.697916667,1.164758484,66141.64198,55050.76812,140191.92
SC_WLL_p4,290,2.782608696,1.232054549,98472.55,89765.45946,170560.6281
SC_WLL_p4,487,2.273809524,1.158315592,170516.6582,155687.5556,243542.5739
SC_WLL_p4,662,2.689320388,1.198940683,88147.76471,76918.95946,172960.7989
SC_WLL_p4,617,2.676767677,1.212962671,102214.9775,93455.23077,184330.8299
SC_WLL_p4,433,2.243902439,1.030758371,107794.5067,87547.23729,188869.7793
SC_WLL_p4,187,2.925925926,1.303156451,162650.1667,139971.9565,252114.7161
SC_WLL_p4,793,2.944,1.20866207,89122.00909,73567.3125,173371.886
SC_WLL_p4,140,2.636363636,0.710022698,85885.14286,80369.68421,114715.4032
SC_WLL_p4,135,2.8,1.029563014,87790.05882,87790.05882,170885.3505
SC_WLL_p4,165,2.875,1.092111869,119241.4091,111379.381,183234.7967
SC_WLL_p4,134,2.8,1.166190379,77377.84211,77377.84211,170673.3898
SC_WLL_p4,152,3.25,1.971674415,82495.2,85538.64286,175179.9512
SC_WLL_p4,428,2.231707317,1.00363705,106712.4474,87559.9322,187855.7653
SC_WLL_p4,198,2.173913043,1.203335,242199.1905,242199.1905,280934.0542
SC_WLL_p4,416,2.703125,1.258467415,115023.4035,116005.8113,203938.4848
