SC_BGT_Plvl,nwords,cl_av_deps,cl_ndeps_std_dev,acad_av_construction_freq,acad_av_construction_freq_type,acad_av_construction_freq_stdev
SC_BGT_p4,101,2.45,1.24398553,175195.3333,73384.6,277297.583
SC_BGT_p4,123,2.111111111,0.874889764,179044.1765,165004.2,221803.4144
SC_BGT_p4,243,2.609756098,1.123540762,102548.7297,76323.5,146830.1654
SC_BGT_p4,113,2.043478261,0.750551152,98902.65217,99494.13636,156541.283
SC_BGT_p4,181,2.142857143,1.156172433,171637.4231,167129.16,261169.5007
SC_BGT_p4,602,2.669724771,1.173523244,97949.78947,95349.92,165914.0277
SC_BGT_p4,252,2.558139535,1.187185955,75726.4359,75726.4359,178560.714
SC_BGT_p4,226,2.534883721,1.226620186,121812.1707,77021.36111,208441.1874
SC_BGT_p4,290,2.377358491,0.936198961,106015.2157,96991.75,184658.696
SC_BGT_p4,75,2.333333333,0.623609564,21058.16667,15164.36364,30780.73182
SC_BGT_p4,330,2.339622642,1.062986115,139265.7925,95094.90698,201835.5248
SC_BGT_p4,27,2.285714286,1.030157507,143064.8333,143064.8333,245524.793
SC_BGT_p4,100,2.47826087,1.379021872,136405.8095,119698.5556,237062.6816
SC_BGT_p4,116,2.727272727,0.962091386,73941.65,73290.78947,154697.4879
SC_BGT_p4,639,2.433333333,1.101009638,117614.4954,107974.0215,194789.1096
SC_BGT_p4,268,2.294117647,1.107799756,164385.5306,142646.5227,237374.9882
SC_BGT_p4,317,2.59375,0.842591798,112771.7049,109525.9818,184641.3227
SC_BGT_p4,253,2.613636364,1.027262671,98598.38095,80175.38889,185571.5674
SC_BGT_p4,555,2.276190476,1.03735229,104594.7549,91178.14286,177219.5989
SC_BGT_p4,183,1.8,0.6,280917.2,280917.2,286448.6824
SC_BGT_p4,199,2.764705882,1.394502305,119351.9,102905.7407,185436.7099
SC_BGT_p4,585,2.736363636,1.141587991,98226.11321,92299.45,194721.0539
SC_BGT_p4,558,2.330188679,1.070370224,90341.39216,78758.58824,164445.8597
SC_BGT_p4,329,2.381818182,0.904351281,136417.6538,130701.8913,202923.7442
SC_BGT_p4,516,2.80952381,1.179953495,121958.5143,94474.7037,190186.6321
SC_BGT_p4,561,2.489130435,1.026756874,113462.4419,94051.57143,180273.8792
SC_BGT_p4,92,2.318181818,1.257210608,114254.8095,85755.1,202170.6996
SC_BGT_p4,15,3,1.632993162,345275,345275,338974
SC_BGT_p4,91,2.210526316,1.004146528,161774.0556,161774.0556,215046.9971
SC_BGT_p4,125,2.071428571,0.997445717,139343.7037,147028.32,237091.1648
SC_BGT_p4,133,2.25,1.042832681,176633.9412,176633.9412,252683.3734
SC_BGT_p4,47,3.714285714,1.385051388,68134.8,68134.8,109201.8728
SC_BGT_p4,70,2.384615385,0.923076923,170820.8182,119478,250859.6666
SC_BGT_p4,96,2.578947368,1.09139165,119928.3684,119928.3684,214304.242
SC_BGT_p4,179,2.64516129,1.403874526,195945.1154,183121.5417,280551.8309
SC_BGT_p4,78,2.166666667,0.897527468,207592.1765,148161.5,270303.765
SC_BGT_p4,85,2.75,0.75,52900.53333,52900.53333,88303.95424
SC_BGT_p4,193,2.310344828,1.177473868,151875.9259,151875.9259,236035.0514
SC_BGT_p4,112,2.238095238,0.971241812,136598.9,136598.9,213971.3903
SC_BGT_p4,351,2.128571429,0.955008281,192356.75,120504.1132,250695.0721
SC_BGT_p4,241,2.744186047,1.058586668,101893.225,104951.5588,144549.7685
SC_BGT_p4,323,2.28,1.077775487,106866.1591,112554.9512,210882.0858
SC_BGT_p4,175,2.542857143,1.078169272,112601.1875,94436.63333,222269.802
SC_BGT_p4,563,2.494505495,1.08307282,131104.7778,104178.8714,210154.328
SC_BGT_p4,295,2.558139535,0.947513897,124906.8571,124560.2727,190896.8244
SC_BGT_p4,121,3.052631579,1.049996702,136447.2308,117204.0833,210932.3181
SC_BGT_p4,146,2.275862069,1.0470501,151156.5926,159786.24,256054.1051
SC_BGT_p4,294,2.259259259,1.05734092,123792.8,109653.2791,191784.0981
SC_BGT_p4,200,2.461538462,1.128787728,208538.0303,128240.4444,274923.0993
SC_BGT_p4,518,2.4,1.319090596,166852.1831,119793.7966,257202.5076
SC_BGT_p4,403,2.217948718,1.008266294,190875.2632,116739.5738,262237.0039
SC_BGT_p4,78,2.545454545,0.78202957,156181.8,156181.8,213608.1265
SC_BGT_p4,560,2.697916667,1.164758484,66141.64198,55050.76812,140191.92
SC_BGT_p4,571,2.711340206,1.166179443,71630.49398,61642.83333,154497.3271
SC_BGT_p4,306,2.275862069,1.030451917,112977.5185,110631.9167,188070.6093
SC_BGT_p4,12,2,0.816496581,233732.3333,233732.3333,318618.8104
SC_BGT_p4,601,2.460784314,0.98689023,162554.0319,107055.7467,215158.0969
SC_BGT_p4,20,3,0.632455532,10527.25,10527.25,10523.12331
SC_BGT_p4,601,2.480392157,1.007135252,161881.086,107166.0933,216121.5407
SC_BGT_p4,561,2.240963855,0.938986398,118534.141,101623.5574,200576.6314
SC_BGT_p4,746,2.464912281,1.010296331,100389.3426,84852.16854,170980.2174
SC_BGT_p4,569,2.7,1.1,103122.5114,78638.81159,151339.8166
SC_BGT_p4,104,2.4,1.240967365,164066.6667,113020.1429,218210.8453
SC_BGT_p4,135,2.541666667,0.911919526,146758.2727,127501.4444,171906.6443
SC_BGT_p4,186,2.378378378,0.910935111,132648.8333,125984.8,178883.5865
SC_BGT_p4,279,2.25862069,1.026550045,158798.1887,133154.625,228873.4984
SC_BGT_p4,89,2.095238095,0.683461909,198245.0476,180982.3529,175736.0514
SC_BGT_p4,12,2,0.816496581,256910.3333,256910.3333,304173.9516
SC_BGT_p4,14,2,0.816496581,256910.3333,256910.3333,304173.9516
SC_BGT_p4,11,2.333333333,0.471404521,30285.33333,30285.33333,39318.4383
SC_BGT_p4,10,1.666666667,0.471404521,262747.3333,262747.3333,299328.7052
SC_BGT_p4,11,1.666666667,0.471404521,256951,256951,304139.6865
SC_BGT_p4,12,2,0.816496581,256910.3333,256910.3333,304173.9516
SC_BGT_p4,13,2.333333333,0.471404521,57993.33333,57993.33333,39242.72679
SC_BGT_p4,15,2,0.816496581,256754.6667,256754.6667,304305.1786
SC_BGT_p4,12,2,1,3815.5,3815.5,2646.5
SC_BGT_p4,9,3,0,6462,6462,0
SC_BGT_p4,9,2,1,12841,12841,6379
SC_BGT_p4,84,2.25,0.829156198,195715.5263,184621,293395.5785
SC_BGT_p4,10,1.5,0.5,385069.5,385069.5,299179.5
SC_BGT_p4,12,1.666666667,0.471404521,264040,264040,298275.9269
SC_BGT_p4,16,2.5,1.118033989,285244.3333,285244.3333,282138.9314
SC_BGT_p4,11,1.666666667,0.471404521,379168,379168,244421.5707
SC_BGT_p4,12,2,0.816496581,256845.6667,256845.6667,304228.4531
SC_BGT_p4,13,1.666666667,0.471404521,262747.3333,262747.3333,299328.7052
SC_BGT_p4,14,1.666666667,0.471404521,263952.3333,263952.3333,298347.088
SC_BGT_p4,122,2.75,1.177921899,125763.4375,100921,170216.6906
SC_BGT_p4,188,2.681818182,1.458092267,123221.75,123221.75,214254.9119
SC_BGT_p4,596,2.535714286,1.16441717,105105.36,81060.22368,149394.8665
SC_BGT_p4,147,2.5,1.474135992,115294.9167,107944.9565,191319.4276
SC_BGT_p4,733,2.739130435,1.06188476,128484.8049,114322.4085,202093.3881
SC_BGT_p4,659,2.477477477,1.121829642,165174.68,130857.038,245495.0592
SC_BGT_p4,342,2.565217391,0.947586727,96492.23256,93585,181607.8625
SC_BGT_p4,312,2.675,0.958840446,90605.97222,69217,146653.1424
SC_BGT_p4,143,2.384615385,0.788226982,147156.9167,147386.2,230064.4399
SC_BGT_p4,814,2.838383838,1.089036927,130767.2,120638.6267,200713.3805
SC_BGT_p4,86,1.913043478,1.176326022,66974.63636,70897,139931.1123
SC_BGT_p4,14,1.25,0.433012702,48323,48323,28870.04689
SC_BGT_p4,131,2.681818182,0.761957028,93961.19048,82841.72222,167763.7937
SC_BGT_p4,106,2.714285714,0.958314848,103286.1429,89358.61538,187293.1998
SC_BGT_p4,333,2.422222222,1.255899658,183736.2683,113985.3448,249172.522
SC_BGT_p4,400,2.111111111,0.96864421,128564.2632,125182.6,204951.9823
SC_BGT_p4,120,2.454545455,1.37269717,127594.3,119344.3158,165329.6789
SC_BGT_p4,189,3.041666667,1.206895697,77994.22222,77994.22222,162028.5672
SC_BGT_p4,349,2.032258065,0.822422502,145492.4068,138844.7143,203013.6746
SC_BGT_p4,399,2.484848485,1.157877162,101779.4211,80452.75,182386.8317
SC_BGT_p4,428,2.388059701,1.208863088,157598.45,110082.84,241039.0108
SC_BGT_p4,357,2.618181818,1.103562975,111730.1667,98535.29268,169883.418
SC_BGT_p4,1104,2.764044944,1.22265572,77825.15723,64368.29365,144612.8336
SC_BGT_p4,133,2.826086957,0.86738858,68821.95652,39040.15,105165.1093
SC_BGT_p4,58,2.466666667,1.146976702,187199.3846,187199.3846,244668.8904
SC_BGT_p4,458,2.698412698,0.902112523,88516.57143,60082.33333,122143.1237
SC_BGT_p4,18,1.4,0.8,290414.4,290414.4,321980.267
SC_BGT_p4,26,2.4,0.489897949,52550.2,52550.2,29813.71882
SC_BGT_p4,91,2.25,0.901387819,77861.5,58561.26667,128795.8742
SC_BGT_p4,199,2.8,1.190438095,99920.20588,94604.65625,193949.5089
SC_BGT_p4,169,2.586206897,1.189530228,63711.07692,59435.65217,138194.9361
SC_BGT_p4,180,2.4,1.126308763,83963.41176,62538.82759,140582.8335
SC_BGT_p4,167,2.21875,1.13837535,145366.5313,143970.8929,219540.2285
SC_BGT_p4,181,2.709677419,1.053214691,82121.74074,82121.74074,177848.1795
SC_BGT_p4,139,2.740740741,0.965807764,107120.4615,102068.72,184875.6432
SC_BGT_p4,156,2.870967742,0.975239771,35467.86667,35467.86667,76840.36967
SC_BGT_p4,299,2.654545455,1.28230165,99620.7551,90170.38095,175150.3785
SC_BGT_p4,210,2.257142857,0.905313115,224632.9714,216831.6452,262154.9169
SC_BGT_p4,96,3,1.188177052,49939.30769,49939.30769,77723.33044
SC_BGT_p4,148,2.655172414,0.956857719,94167.88889,77145.16667,157278.1089
SC_BGT_p4,126,2.653846154,0.917450803,88757.66667,79978.72727,160279.5894
SC_BGT_p4,167,3.166666667,0.897527468,59650.77778,46433.52941,96101.41029
SC_BGT_p4,89,2.5,0.866025404,63679.73333,51555.85714,95993.6843
SC_BGT_p4,184,2.821428571,0.96560756,86773.375,42822.68421,110942.9641
SC_BGT_p4,266,2.978723404,1.020833237,83375.975,62460.91667,122899.7542
SC_BGT_p4,163,2.538461538,1.008836696,133442.4286,109338.7778,180506.0332
SC_BGT_p4,99,2.470588235,0.775935645,95684.05882,95684.05882,216052.9902
SC_BGT_p4,212,2.529411765,1.143660123,181187.4333,181187.4333,252957.153
SC_BGT_p4,125,2.789473684,1.238800242,168292.4706,168292.4706,251109.4651
SC_BGT_p4,150,2.52173913,1.09820269,82757,82757,154397.6228
SC_BGT_p4,143,2.642857143,1.108869621,131532.037,131884.7692,238412.7643
SC_BGT_p4,116,2.684210526,1.258764289,106530.0556,106530.0556,212307.872
SC_BGT_p4,97,2.529411765,1.03569511,158521.5,133557.3333,177276.9671
SC_BGT_p4,83,2.133333333,0.718021974,84463.42857,84463.42857,177660.7197
SC_BGT_p4,134,2.590909091,1.435241219,151281.6316,121672.3333,221958.0947
SC_BGT_p4,202,2.214285714,0.988883793,113954.6154,91922.18182,161349.9553
SC_BGT_p4,247,2.666666667,1.541450089,177031.4,146290.9394,252355.6521
SC_BGT_p4,206,2.476190476,1.159599587,130205.7179,92648.48571,206820.4217
SC_BGT_p4,60,1.733333333,0.77172246,353758.1429,328335.7692,269585.2259
SC_BGT_p4,132,2.333333333,1.213351648,178828.4091,176229.0952,232386.287
SC_BGT_p4,162,2.52173913,1.015940995,212413.35,186297.0667,209468.177
SC_BGT_p4,177,2.576923077,1.182340473,218186.2174,207696.9412,224217.0904
SC_BGT_p4,189,2.606060606,0.982865136,109800.3871,103982.2667,186492.4674
SC_BGT_p4,327,2.26,0.82,141402.7917,123250.4615,181036.427
SC_BGT_p4,289,2.975609756,1.387888462,90368.27273,78723.04167,126428.1968
SC_BGT_p4,367,2.6875,0.966226552,99869.78333,91012.89286,173166.8851
SC_BGT_p4,344,2.34375,1.148623497,124143.8036,91979.38,212401.3245
SC_BGT_p4,171,2.258064516,0.949286385,229011.2069,230749.76,246266.7997
SC_BGT_p4,309,2.416666667,1.114924013,172419.4773,100904.3056,256552.4553
SC_BGT_p4,529,2.407894737,1.137606346,140179.1739,123818.5,240460.3202
SC_BGT_p4,289,2.525,1.284279954,76158.86486,67172.85714,130609.5955
SC_BGT_p4,89,2.571428571,1.237179148,152242.1667,140232.9091,189506.3085
SC_BGT_p4,82,2.357142857,1.287696884,85634.46154,85634.46154,183358.2236
SC_BGT_p4,38,2.714285714,1.030157507,25314,25314,43692.50708
SC_BGT_p4,338,2.734693878,1.366889963,147706.775,137320.1176,224367.9928
SC_BGT_p4,191,2.791666667,1.383810159,65484.38889,65484.38889,109036.7176
SC_BGT_p4,455,2.753623188,1.147218402,89985.38596,74501.29412,192845.8499
SC_BGT_p4,113,3,1.285369174,26659.68421,26659.68421,64185.93832
SC_BGT_p4,380,3.215686275,1.445937182,76116.17949,56684.14286,110800.9659
SC_BGT_p4,65,2.583333333,1.656217243,240723.1111,185282.375,314639.8157
SC_BGT_p4,217,2.633333333,1.224291178,100991.0455,100991.0455,192265.9872
SC_BGT_p4,480,2.767123288,1.128953303,112544.0938,68292.375,214086.6829
SC_BGT_p4,250,2.866666667,1.359738537,66261.78378,61618.66667,130262.6641
SC_BGT_p4,280,2.652173913,1.087825739,115937.5641,101903.6944,197463.0866
SC_BGT_p4,291,2.317073171,0.839251246,72864.19512,70126.23684,127250.5544
SC_BGT_p4,108,2.631578947,1.133718907,117683.4211,86207.55556,215110.936
SC_BGT_p4,374,3.02,1.348925498,50836.20455,42142.02381,86592.98036
SC_BGT_p4,75,2.5,1.118033989,115911.3571,115911.3571,233343.8602
SC_BGT_p4,329,2.477272727,0.865727134,60513.68182,64076.075,122305.7307
SC_BGT_p4,338,2.44,1.022936948,98363.6383,97242.8,197749.1806
SC_BGT_p4,607,2.440860215,1.082235496,139149.494,94922.55556,218313.9029
SC_BGT_p4,90,2.117647059,0.582323232,189042.2941,139494,131744.8079
SC_BGT_p4,79,2.2,0.979795897,229881.0714,194929.6923,231846.1412
SC_BGT_p4,140,2.545454545,1.195722403,86616.73684,63354.70588,118611.3171
SC_BGT_p4,221,2.459459459,1.055093043,168097.3438,164631.5,238219.9454
SC_BGT_p4,104,2.619047619,0.898474394,112708,118879,179434.1688
SC_BGT_p4,198,2.428571429,1.076653925,67107.77419,65095.39286,122151.2563
SC_BGT_p4,125,2.454545455,1.03252879,202563.5,197119.2941,234960.7145
SC_BGT_p4,89,2.4,0.879393731,129049.9333,129049.9333,193502.8563
SC_BGT_p4,102,2.227272727,0.901101255,183131.7619,170788.8421,236832.8816
SC_BGT_p4,151,2.35483871,1.206123813,261467.3571,262506.3704,299777.4078
SC_BGT_p4,623,2.644230769,1.099984871,73549.18367,61937.88608,118679.1253
SC_BGT_p4,146,2.761904762,1.064794275,134990.4737,116536.0625,173753.1714
SC_BGT_p4,418,2.693548387,1.101153496,100553.4545,96391.58824,196763.9154
SC_BGT_p4,470,2.742424242,1.00469513,85121.18644,78963.2037,175886.5503
SC_BGT_p4,432,2.865384615,1.256197653,88749.5625,63782.225,171809.9274
SC_BGT_p4,582,2.808219178,1.130614262,132044.4839,111248.6981,183035.5222
SC_BGT_p4,125,2.652173913,0.914078089,87307.42857,77772.68421,159329.8677
SC_BGT_p4,361,2.642857143,1.186660552,100099.0204,94426.04255,194899.2489
SC_BGT_p4,104,2.083333333,0.812232862,152644.0833,115031.7895,192674.1408
SC_BGT_p4,640,2.87654321,1.221036961,109083.9571,95402.93548,170368.0359
SC_BGT_p4,111,2.411764706,0.599884649,71864.46154,51273.09091,98612.31988
SC_BGT_p4,566,2.354166667,1.136324179,137615.5172,132336.7361,213766.5398
SC_BGT_p4,96,2.5,0.935414347,110054.9286,97544.58333,185706.3696
SC_BGT_p4,264,2.777777778,1.280432026,61655.88889,51466.84848,95583.6989
SC_BGT_p4,353,2.015151515,0.912745181,158122.5,151143.5818,231991.7695
SC_BGT_p4,262,2.458333333,1.290321881,67753.13043,60223.09091,148052.0417
SC_BGT_p4,160,2.206896552,0.846058217,199745.6296,200915.92,239292.5035
SC_BGT_p4,353,2.015151515,0.912745181,158122.5,151143.5818,231991.7695
SC_BGT_p4,322,2.476190476,1.152735089,109934.7414,74429.63462,183618.4172
SC_BGT_p4,162,2.566666667,1.02252411,89847.10345,90140.22222,161358.9064
SC_BGT_p4,101,2.111111111,0.874889764,247282.6875,225957.6154,251185.4745
SC_BGT_p4,88,2.4375,1.116285694,100267.625,100267.625,183778.6486
SC_BGT_p4,14,3.5,0.5,12655.5,12655.5,12153.5
SC_BGT_p4,246,2.543478261,1.263303498,118745.7179,112274.8333,201347.5141
SC_BGT_p4,163,2.483870968,1.011895945,69329.82143,56932.56,104744.1643
SC_BGT_p4,96,2.666666667,1.154700538,106275.6,106275.6,186123.1627
SC_BGT_p4,179,2.655172414,1.320288946,84204.54167,84204.54167,149804.7993
SC_BGT_p4,87,2.166666667,0.957427108,206586.4706,204909.75,246081.9387
SC_BGT_p4,507,2.542168675,1.089945338,141097.641,125100.0857,235345.2023
SC_BGT_p4,59,3,1,26872.5,26872.5,34329.20581
SC_BGT_p4,433,2.46969697,1.17059551,78981.31667,69524.64815,147594.2404
SC_BGT_p4,239,2.476190476,1.029056323,98741.66667,95439.57576,160654.7433
SC_BGT_p4,572,2.422680412,1.18264993,141832.8427,117113.0286,207893.1557
SC_BGT_p4,85,2.2,0.8326664,148297.2857,137832.1538,238150.4985
SC_BGT_p4,369,2.215384615,0.936315326,153104.1563,99527.96226,227317.6089
SC_BGT_p4,409,2.615384615,1.224019956,74207.54098,66453.54545,154108.7293
SC_BGT_p4,204,2.724137931,1.110965772,63949.58333,63949.58333,118649.0105
SC_BGT_p4,117,2.681818182,1.017410422,81488.47619,60135.26316,166206.1921
SC_BGT_p4,138,2.608695652,1.436757534,82454.05263,82454.05263,152985.0983
SC_BGT_p4,108,2.45,0.864580823,60343.25,50236.66667,93859.68804
SC_BGT_p4,14,2.5,0.5,196087,196087,171278
SC_BGT_p4,224,2.2,1.190438095,160059.5758,118849.6552,255410.7786
SC_BGT_p4,494,2.493975904,1.185997562,153485.2267,128810.3906,239978.865
SC_BGT_p4,161,2.740740741,1.141558149,107767.5417,107767.5417,173334.549
SC_BGT_p4,265,2.2,0.632455532,161344.7143,133438.3548,174915.35
SC_BGT_p4,124,2.137931034,1.105601348,88061.82143,95045.625,175155.644
SC_BGT_p4,245,2.5,0.897527468,119101.4839,102166.2963,180936.2981
SC_BGT_p4,89,2.363636364,0.931540979,70820.2,59582.10526,106046.0044
SC_BGT_p4,489,2.565789474,1.055505944,120915.3824,88447.03704,180178.7318
SC_BGT_p4,238,2.763157895,1.037055816,86309.31429,86343.69697,168661.7145
SC_BGT_p4,227,2.371428571,0.897161055,112034.2059,90984.84,175387.4988
SC_BGT_p4,149,2.678571429,1.036945082,101128.36,90035.16667,174138.0231
SC_BGT_p4,79,2.25,0.901387819,155673.875,155673.875,255988.8672
SC_BGT_p4,356,2.467741935,1.103041864,109114.7636,94249.19149,200166.4621
SC_BGT_p4,450,2.465753425,1.159619585,161847.2424,141122.1724,241282.0086
SC_BGT_p4,204,2.806451613,1.229197347,151674.7407,118428.375,238345.5468
SC_BGT_p4,203,2.529411765,1.169094524,142183.7333,142257.3571,224768.378
SC_BGT_p4,15,1.75,0.433012702,51784.75,51784.75,36675.12985
SC_BGT_p4,125,2,1.123902974,163626.3684,156919.8333,209113.6369
SC_BGT_p4,132,3.4375,1.273221799,51517.33333,51517.33333,94204.24945
SC_BGT_p4,169,2.866666667,0.956846673,79211,66291.77273,154014.5456
SC_BGT_p4,93,3.125,1.165922382,62784.35714,62784.35714,173967.1622
SC_BGT_p4,170,2.391304348,1.09302653,110970.8,104526.4211,137203.8828
SC_BGT_p4,110,3.157894737,1.386519987,24323.11765,24323.11765,66010.2655
SC_BGT_p4,136,2.545454545,0.78202957,105581.4286,99189.8,200308.677
SC_BGT_p4,274,2.707317073,1.15280998,112816.2162,105441.5,193102.7639
SC_BGT_p4,135,2.8,0.92736185,114441.3,84451.42105,239894.6307
SC_BGT_p4,128,3,1.243163121,60564.94737,60564.94737,157059.3262
SC_BGT_p4,122,3.086956522,1.138765292,52945.57895,38246.52941,73521.22572
SC_BGT_p4,98,2.157894737,0.811960454,161933.2105,140158.625,216186.5235
SC_BGT_p4,158,2.785714286,1.423204203,80774.41667,54536.3913,184699.2338
SC_BGT_p4,149,2.916666667,1.552328001,91179,91179,164230.6057
SC_BGT_p4,217,2.6,1.2,127250.9355,116416.931,184991.5026
SC_BGT_p4,18,1.6,0.8,353717.8,353717.8,283036.6388
SC_BGT_p4,52,2.5,1.118033989,224446.1111,166970.75,264058.1842
SC_BGT_p4,96,2.523809524,1.331631567,65538.5,65538.5,151232.0262
SC_BGT_p4,36,2,0.707106781,94918.75,94918.75,83166.83004
SC_BGT_p4,97,2.55,1.071214264,165268.85,165268.85,244948.9907
SC_BGT_p4,116,2.956521739,1.122042426,79881,69564.52632,117468.4662
SC_BGT_p4,318,2.586956522,1.190105712,123398.075,114927.2368,212820.8229
SC_BGT_p4,435,2.481481481,0.937702882,153531.22,119660.4878,207401.0453
SC_BGT_p4,378,2.672413793,1.194642221,186404.0769,138835.6047,239754.8156
SC_BGT_p4,345,2.540983607,1.22238373,173419.5965,137299.6458,255888.7222
SC_BGT_p4,253,2.275,1.117754445,175129.2105,166774.2353,229030.1683
SC_BGT_p4,453,2.863636364,1.1399942,104613.5345,81612.54,171928.0729
SC_BGT_p4,118,3.05,0.864580823,17620.36842,17620.36842,30995.65225
SC_BGT_p4,362,2.513888889,1.013698612,113216.6324,106894.371,179546.8728
SC_BGT_p4,120,2.380952381,0.949997016,57886.65,59710.47368,147190.5609
SC_BGT_p4,300,2.293103448,1.082917845,176210.3684,147601.4681,242711.7639
SC_BGT_p4,307,2.327586207,1.006666247,164779.0714,139684.5106,226682.3407
SC_BGT_p4,76,2.307692308,0.821313712,125437.7692,125437.7692,239312.8951
SC_BGT_p4,157,2.032258065,0.999479573,183387.8333,146324.3077,247177.7472
SC_BGT_p4,434,2.602272727,1.143556779,118032.9878,98881.50685,201142.1368
SC_BGT_p4,509,2.412371134,1.062506056,132554.8132,119555.4359,211583.1099
SC_BGT_p4,196,2.515151515,1.395256295,109161.7931,105421.7778,204818.3448
SC_BGT_p4,343,2.365079365,1.043522534,149429.5263,122399.2889,204926.5922
SC_BGT_p4,84,3,1.032795559,59102.86667,46652.07143,113200.298
SC_BGT_p4,159,2.678571429,1.070833168,61348.14286,61348.14286,148686.7162
SC_BGT_p4,188,2.935483871,1.10528011,66947.92593,46360.43478,93702.8517
SC_BGT_p4,346,2.333333333,1.105541597,171709.2407,156613.1569,260154.2296
SC_BGT_p4,334,2.607843137,1.189470658,120166.0667,121760.3023,215679.5124
SC_BGT_p4,61,2.153846154,0.769230769,140538.9231,140538.9231,188736.151
SC_BGT_p4,343,2.8,1.326649916,154664.7273,116694.7037,225924.1264
SC_BGT_p4,313,2.277777778,1.192828364,112412.9167,101818.4048,159481.4543
SC_BGT_p4,432,2.353846154,1.245678922,138511.8644,116086.283,221673.017
SC_BGT_p4,181,2.40625,1.114096467,129754.1724,124343.7391,167061.0055
SC_BGT_p4,669,2.981981982,1.451820739,102500.9775,89215.18072,181949.1563
SC_BGT_p4,184,2.405405405,1.304036549,110589.4242,110589.4242,203120.8271
SC_BGT_p4,324,2.309090909,1.204125141,114665.449,99494.09302,158917.0729
SC_BGT_p4,671,2.936363636,1.390076994,84497.89362,70812.88636,166019.8004
SC_BGT_p4,320,2.435483871,1.086886167,112910.4746,99623.73585,174084.2744
SC_BGT_p4,192,2.837837838,1.24147936,116283.8235,111981.75,198569.4193
SC_BGT_p4,68,2.375,0.856956825,194367.75,188789.7143,213366.4907
SC_BGT_p4,174,2.59375,0.896499268,99607.12903,101489.0333,198811.5927
SC_BGT_p4,163,2.43902439,0.856788686,78867.33333,78182.06452,128994.1131
SC_BGT_p4,257,2.522727273,1.252064411,178718.3846,156676.1714,239713.809
SC_BGT_p4,354,2.369565217,1.070528022,167669.625,145456,214711.1057
SC_BGT_p4,17,2.333333333,1.247219129,37839.33333,37839.33333,35580.07321
SC_BGT_p4,85,2.692307692,1.13575562,174301.4167,174301.4167,256507.6175
SC_BGT_p4,144,2.083333333,0.953793595,247737.6957,244251.381,279734.0623
SC_BGT_p4,23,2.6,1.019803903,5725.4,5725.4,10106.42353
SC_BGT_p4,31,3.5,1.258305739,22023.5,22023.5,36875.45165
SC_BGT_p4,266,2.791666667,1.353365147,93629.38889,88247.76471,190184.1185
SC_BGT_p4,35,3.333333333,1.247219129,77495.2,77495.2,145017.835
SC_BGT_p4,27,2.833333333,1.572330189,21670.4,21670.4,22824.11601
SC_BGT_p4,16,3,1.414213562,43502,43502,42388
SC_BGT_p4,30,3.333333333,1.374368542,113615.75,113615.75,150583.225
SC_BGT_p4,31,3.5,1.258305739,22023.5,22023.5,36875.45165
SC_BGT_p4,132,2.826086957,1.048898964,64432.71429,53437.15,106983.2518
SC_BGT_p4,31,3.333333333,1.247219129,23247.25,23247.25,36202.47472
SC_BGT_p4,255,2.333333333,1.233072519,117269.92,90319.93023,176582.3322
SC_BGT_p4,295,2.76119403,1.198127298,119320.1552,111920.4694,191264.9531
SC_BGT_p4,484,2.761904762,1.13688918,110238.3393,81896.66667,175004.3875
SC_BGT_p4,432,2.441558442,1.122306374,134079.8955,117010.8475,213065.3608
SC_BGT_p4,277,2.352941176,0.986646716,72590.08333,66713.72727,148550.4975
SC_BGT_p4,176,2.5625,1.028879852,149545.3871,123112.8846,190712.8759
SC_BGT_p4,116,2.535714286,0.905623024,42946.33333,42946.33333,82136.38575
SC_BGT_p4,67,2.5,0.806225775,61092.7,61092.7,107768.8247
SC_BGT_p4,314,2.632653061,1.082210088,132367.4,128913.3864,209915.5611
SC_BGT_p4,517,2.873563218,1.379693433,108241.7179,64382.25373,216780.0396
SC_BGT_p4,75,3.4,1.428285686,54195.16667,54195.16667,103344.9759
SC_BGT_p4,12,1.333333333,0.471404521,258584.3333,258584.3333,302769.291
SC_BGT_p4,125,1.8,0.848528137,128604.9565,128888.7727,153119.0725
SC_BGT_p4,12,1.5,0.5,45752,45752,40138
SC_BGT_p4,380,2.578125,1.129223842,121326.8966,120884.3585,196971.1504
SC_BGT_p4,267,2.6,1.019803903,116214.4857,111269.5,181406.8866
SC_BGT_p4,377,2.641509434,1.493310108,138202.2553,106486.4286,216569.5671
SC_BGT_p4,444,2.25974026,0.985644985,128901.08,98835.14925,230389.1635
SC_BGT_p4,216,2.424242424,1.128965819,115826.0333,91325.64286,211866.3773
SC_BGT_p4,481,2.48,1.135605565,132007.6866,100692.6034,205588.4746
SC_BGT_p4,683,2.536585366,1.061466105,70714.03571,68533.29592,150944.0703
SC_BGT_p4,371,2.344827586,1.043067825,173252.8333,124375.119,227613.2098
SC_BGT_p4,394,2.37704918,0.994475468,154713.0526,106101.9318,225601.3314
SC_BGT_p4,653,2.547008547,1.097750042,80038.46667,82382.54255,166385.8548
SC_BGT_p4,269,2.604651163,1.059607977,57342.08108,43137.08824,83506.552
SC_BGT_p4,93,1.882352941,1.13149318,133244.3571,125539,167920.9777
SC_BGT_p4,213,2.709677419,1.249349467,70343.11111,62112.30769,145865.0862
