filename,nwords,cl_av_deps,cl_ndeps_std_dev,acad_av_construction_freq,acad_av_construction_freq_type,acad_av_construction_freq_stdev
WLL_p3_00197.txt,50,2.3,0.640312424,165000.2,151739.7778,205183.3423
WLL_p3_00224.txt,56,2.538461538,1.008836696,165304.3846,165304.3846,188214.4763
WLL_p3_00227.txt,85,2.846153846,1.098681297,130531.2727,124092.8889,137369.2007
WLL_p3_00228.txt,107,2.65,1.152171862,139187.5294,123228.6667,181293.2745
WLL_p3_00229.txt,89,2.470588235,1.03569511,139936.6875,139936.6875,223670.9391
WLL_p3_00230.txt,33,2.25,0.829156198,146698.75,146698.75,216226.3386
WLL_p3_00233.txt,204,2.777777778,1.416394309,107014.6061,99408.03333,183396.6644
WLL_p3_00234.txt,41,2.666666667,0.471404521,126153.1667,141605.4,129631.1499
WLL_p3_00236.txt,82,2.333333333,0.816496581,135902.2222,123713.25,181864.4435
WLL_p3_00240.txt,64,2.5,0.866025404,179759.375,179759.375,231650.5843
WLL_p3_00241.txt,60,2.75,1.391941091,271658.6667,269121.6,231716.0197
WLL_p3_00340.txt,214,2.885714286,1.165490175,94953.60606,98886.54839,178193.4127
WLL_p3_00349.txt,87,2.6,1.2,113253.6429,93226.91667,124963.67
WLL_p3_00367.txt,323,2.647058824,1.134547148,143035.4783,138525.3415,208022.4897
WLL_p3_00447.txt,95,2.058823529,0.802245982,77695.13333,66690.91667,75847.24213
WLL_p3_00592.txt,112,2.210526316,1.004146528,222370.2941,197460,239396.2437
WLL_p3_00686.txt,132,2.578947368,1.09139165,83824.11111,83824.11111,174117.1333
WLL_p3_00744.txt,146,2.736842105,0.784192865,85391.73684,63999.57143,93673.77153
WLL_p3_00747.txt,162,2.807692308,2.20173412,142801.5,119586,193372.8949
WLL_p3_00754.txt,186,2.424242424,0.779677596,158112.7273,127547.381,198904.835
WLL_p3_00777.txt,578,2.72826087,1.225660965,144412.3614,73105.29825,220968.8923
WLL_p3_00785.txt,1081,2.44966443,1.101775514,160173.854,95955.77215,213503.2067
WLL_p3_00795.txt,271,2.75,1.170178697,110540.439,83261.57143,163874.3045
WLL_p3_00801.txt,366,2.586956522,1.226094665,165599.6667,153554.641,252336.4155
WLL_p3_00804.txt,106,2.357142857,0.717848259,162055,150161.8333,188826.9429
WLL_p3_00806.txt,577,2.680412371,1.135612753,123016.2527,96236.69565,198710.192
WLL_p3_00809.txt,616,2.909090909,1.318791221,94272.78161,56864.41176,134116.4941
WLL_p3_00812.txt,217,2.432432432,0.754823786,138180.1667,112067.9048,168250.2207
WLL_p3_00816.txt,366,2.741935484,1.163081057,119554.1754,92518.86957,164173.8075
WLL_p3_00820.txt,277,2.283018868,1.088141197,114065.9412,91429.325,165724.802
WLL_p3_00841.txt,137,2.6,1.356465997,200244.8182,167688.6,236270.8091
WLL_p3_00851.txt,183,2.419354839,0.9426864,150550.0968,109439.5385,208035.7949
WLL_p3_00865.txt,249,2.342105263,0.618840843,153253.3158,128877.4516,182516.4143
WLL_p3_00875.txt,132,2.636363636,1.188790621,107165,79684.80952,204842.6441
WLL_p3_00884.txt,138,2.95,1.395528574,103620.4706,92325.25,175167.5973
WLL_p3_00954.txt,334,2.523809524,1.110657504,154249.5085,122263.9796,219517.6907
WLL_p3_00970.txt,119,2.722222222,0.931280812,142557.6111,126140.9286,179884.784
WLL_p3_00987.txt,90,2.615384615,0.835598499,92712.08333,58150.66667,91261.8354
WLL_p3_00998.txt,143,3,1.17260394,115305.9333,108506.2308,135753.0195
WLL_p3_01006.txt,124,2.636363636,1.262949454,140594.7143,125463.2105,213437.9366
WLL_p3_01008.txt,184,2.419354839,0.97630619,132310.2903,89604.28,183362.2737
WLL_p3_01010.txt,246,2.486486486,1.243830649,131440.5588,123077.8667,173999.7985
WLL_p3_01021.txt,179,2.323529412,0.991747959,152667.4063,119061.68,202415.1252
WLL_p3_01025.txt,263,2.35,0.792148976,171893.4872,148099.2581,192804.8923
WLL_p3_01027.txt,144,2.692307692,1.294046449,152030.8696,127839.1364,206935.1442
WLL_p3_01030.txt,133,2.65,1.061838029,104269.8947,83084.70588,169263.7552
WLL_p3_01032.txt,155,2.583333333,1.114924013,187638.4091,174636.6111,229713.5251
WLL_p3_01045.txt,217,2.78125,1.4944559,160534.9286,162005.1304,214432.6681
WLL_p3_01052.txt,72,2.5,0.670820393,151080.8,115795.1429,121215.3547
WLL_p3_01054.txt,349,2.6,1.037479463,69920.375,51123.27907,104825.0262
WLL_p3_01086.txt,145,2.583333333,1.114924013,108048.4167,82996.21739,198955.5508
WLL_p3_01088.txt,272,2.266666667,1.083205121,157958.5526,160618.8286,243777.3647
WLL_p3_01107.txt,255,3.115384615,1.250443708,71620.14286,76027.89474,153076.36
WLL_p3_01108.txt,183,2.24,0.949947367,156623.7273,143851.7,231340.8926
WLL_p3_01112.txt,308,2.117647059,1.13149318,181810.8444,179480.5455,255300.8642
WLL_p3_01128.txt,347,2.425925926,0.954557331,86319.4,70259.34091,134436.6624
WLL_p3_01151.txt,229,2.976190476,1.204912469,91277.62162,64556,140821.0283
WLL_p3_01157.txt,219,2.833333333,1.067187373,136150.6154,110296.7619,169730.0079
WLL_p3_01270.txt,206,2.390243902,1.056410138,185771.3846,172653.5526,244714.634
WLL_p3_01278.txt,296,2.796296296,1.296428565,116008.25,105750.0233,199741.3083
WLL_p3_01290.txt,185,2.580645161,1.338612511,148748.7143,140277.1538,210719.513
WLL_p3_01296.txt,220,2.368421053,0.957547653,112816.6486,110488.0667,211741.9679
WLL_p3_01317.txt,206,2.527777778,0.985621944,99457.88235,57408.25806,198994.5475
WLL_p3_01318.txt,84,2.318181818,0.873153305,139296.7273,132389.7143,231470.4503
WLL_p3_01363.txt,434,2.728813559,1.038749386,108735.8214,91185.1875,144603.0041
WLL_p3_01394.txt,625,2.552380952,1.137925869,141222.2065,118693.2987,231519.5874
WLL_p3_01395.txt,464,3,1.503963019,137710.974,135202.1364,223571.6896
WLL_p3_01404.txt,521,2.247191011,1.183034556,186033.2093,162869.7794,250994.9991
WLL_p3_01407.txt,437,3.147058824,1.320257393,119818.4211,102116.5,170857.5679
WLL_p3_01410.txt,376,2.275862069,1.517633178,125395.9818,86881.19149,226329.0524
WLL_p3_01418.txt,369,2.380952381,0.898474394,143846.3333,98485.09615,223232.1888
WLL_p3_01420.txt,639,2.436170213,1.341311764,149537.7619,134576.4267,237934.1871
WLL_p3_01421.txt,144,2.636363636,1.067940011,66466.88889,68942.3125,94515.64011
WLL_p3_01423.txt,540,2.349056604,0.990925362,142420.7172,125459.961,226447.9971
WLL_p3_01545.txt,296,2.796296296,1.338595583,123205.4167,113784.0698,202438.7004
WLL_p3_01549.txt,191,2.75,0.968245837,97590.03448,79959.19231,153541.8558
WLL_p3_01557.txt,253,2.545454545,1.182983109,169148.6333,172005.2069,243987.9439
WLL_p3_01562.txt,278,2.575757576,1.015942704,120183.4444,121486.3462,212285.1445
WLL_p3_01565.txt,216,2.275,0.805838073,116291.9,115826.7333,205273.1564
WLL_p3_01577.txt,159,2.64,1.091054536,138839.0909,128548.7059,201276.001
WLL_p3_01961.txt,265,2.304347826,1.080852426,60616.5,51521.89474,97908.82752
WLL_p3_02011.txt,202,2.541666667,1.77902517,116963.15,144107.6923,194066.0082
WLL_p3_02027.txt,216,2.5,1.952562419,70413.72414,73531.45833,86964.18358
WLL_p3_02030.txt,264,2.142857143,1.290467405,147507.871,179139.75,200492.6172
WLL_p3_02102.txt,226,2.27027027,1.030577079,117471.9167,112704.1429,213910.3009
WLL_p3_02123.txt,224,2.375,1.176594663,105424.0541,88813.54839,187258.623
WLL_p3_02140.txt,176,2.029411765,1.150071459,153327.7333,147350.36,186114.6151
WLL_p3_02141.txt,192,2.178571429,1.001911439,159795.6667,149831.8,234743.6259
WLL_p3_02236.txt,118,3,1.328422328,44197.46667,44486.35714,90954.26717
WLL_p3_02240.txt,154,2.533333333,1.30979218,175443.6296,155559.375,238752.8957
WLL_p3_02256.txt,125,2.72,1.077775487,96823.78261,90615.13636,192601.6885
WLL_p3_02425.txt,45,3,0.755928946,60376.66667,60376.66667,82501.51562
WLL_p3_02431.txt,67,1.928571429,0.798595706,137711.3333,148075.6,189541.9018
WLL_p3_02432.txt,78,2.636363636,1.149919149,189406.6,184516.8889,210148.2443
WLL_p3_02434.txt,215,2.8,1.036477551,42863.87879,42727.3871,121270.9555
WLL_p3_02441.txt,108,2.933333333,1.06249183,51655.07143,51655.07143,94744.3517
WLL_p3_02442.txt,212,2.444444444,0.7617394,68639.27273,59190.42857,136758.9013
WLL_p3_02443.txt,57,2.7,0.781024968,67154,67154,120956.6867
WLL_p3_02445.txt,89,2.125,0.59947894,188510.8125,182121.9333,232062.0934
WLL_p3_02449.txt,106,2.047619048,0.652919486,190875.0476,194161.6842,232419.4511
WLL_p3_02453.txt,40,2.333333333,0.471404521,132753,132753,166372.8065
WLL_p3_02454.txt,76,2.733333333,1.123486636,80944.28571,80120,100408.6655
WLL_p3_02455.txt,123,2.260869565,0.845314004,87912.56522,87912.56522,163395.3926
WLL_p3_02511.txt,131,2.956521739,0.999054373,40417.77273,42314.71429,76781.14637
WLL_p3_02536.txt,97,2.764705882,0.54550697,86123.76471,91719.53333,172197.5307
WLL_p3_02537.txt,52,2.5,0.763762616,83771.75,83606.09091,183609.0919
WLL_p3_02538.txt,86,3.142857143,1.186660552,99515.38462,99515.38462,180024.2065
WLL_p3_02539.txt,65,2.4,0.8,138316,148050.0714,231718.0336
WLL_p3_02540.txt,69,2.294117647,0.748701298,128671.6471,140027.9333,220087.3402
WLL_p3_02562.txt,66,2.714285714,0.795394909,71670.14286,70599.07692,172504.5008
WLL_p3_02564.txt,72,2.4,0.8,92218.73333,92691.92857,181862.6266
WLL_p3_02575.txt,102,2.333333333,0.56343617,78395.95238,63947.5,122516.3942
WLL_p3_02576.txt,130,2.444444444,1.257078722,133813.7083,83774.13636,219244.5883
WLL_p3_02577.txt,92,2.476190476,0.793968191,89214.2381,89380.45,158646.554
WLL_p3_02578.txt,64,2.5,0.731925055,81879.14286,81570.61538,171727.1256
WLL_p3_02583.txt,70,2.5,0.626783171,89036.42857,89036.42857,189379.4798
WLL_p3_02689.txt,235,2.69047619,1.281518728,130081.5526,95418.33333,191156.468
WLL_p3_02711.txt,178,2.625,1.340475662,162495.6786,118619.7391,194622.2573
WLL_p3_02712.txt,106,2.117647059,0.962982679,91762.625,78923.86667,113064.5532
WLL_p3_02719.txt,145,2.48,0.89977775,111165.5833,68272.84211,126446.8213
WLL_p3_02959.txt,33,2.2,0.748331477,53977.5,53977.5,35045.30492
WLL_p3_02961.txt,36,3.2,1.166190379,13127.8,13127.8,16402.83599
WLL_p3_02962.txt,99,2.444444444,0.955813919,165497.7778,165497.7778,228723.2245
WLL_p3_02963.txt,45,3.142857143,1.124858268,181773.5,181773.5,290208.9724
WLL_p3_02978.txt,58,2.357142857,1.108869621,178349.2308,178349.2308,238022.0347
WLL_p3_02993.txt,22,1.8,0.748331477,43544.6,43544.6,34078.86486
WLL_p3_02995.txt,42,2.571428571,1.399708424,176367,176367,256157.8909
WLL_p3_02998.txt,53,2.454545455,1.07565087,230867.3636,230867.3636,295598.7679
WLL_p3_03005.txt,53,3,1.247219129,158232.8333,158232.8333,238363.0535
WLL_p3_03039.txt,68,2.5,0.731925055,158198.7143,182104.6667,205814.8013
WLL_p3_03055.txt,100,2.5,0.935414347,59051.6875,59051.6875,82347.34822
WLL_p3_03095.txt,165,3.181818182,1.153507049,91450.19048,67789.55556,115569.3482
WLL_p3_03097.txt,154,2.576923077,1.044143997,98317.08,84355.17391,153548.9479
WLL_p3_03099.txt,299,2.75,1.070436048,99727.775,74809.17143,166023.4734
WLL_p3_03104.txt,42,3.166666667,1.213351648,20866.75,20866.75,20683.95742
WLL_p3_03114.txt,205,3.033333333,1.328742095,87699.73913,87699.73913,125778.462
WLL_p3_03154.txt,401,2.529411765,0.882352941,110516.2656,110182.7966,175406.1886
WLL_p3_03350.txt,211,2.857142857,0.952976005,88299.52,39793.36842,110639.3861
WLL_p3_03365.txt,126,3.4,1.496662955,6352.083333,6352.083333,10729.66238
WLL_p3_03390.txt,88,3.285714286,1.220571964,115749.75,115749.75,195885.811
WLL_p3_03441.txt,246,2.58974359,0.925921543,158584.1944,140835.7419,219702.1551
WLL_p3_03442.txt,167,2.458333333,0.865022479,122002.2273,116696.9048,176114.442
WLL_p3_03461.txt,149,2.538461538,0.929465075,167986.72,108762.8571,133770.8088
WLL_p3_03466.txt,310,2.418604651,0.970076912,180464.35,163240.8235,228945.2153
WLL_p3_03479.txt,138,2.590909091,0.834434534,110204,101857.1111,168720.2389
WLL_p3_03482.txt,242,2.416666667,0.862006703,134111.2979,101246.3333,162971.8157
WLL_p3_03483.txt,414,2.639344262,1.145665915,172284.3393,118623.0455,237002.066
WLL_p3_03484.txt,197,2.333333333,0.912870929,135864.5758,95272.24,174922.4118
WLL_p3_03510.txt,228,2.314285714,0.820154291,212545.7273,196522.375,221819.811
WLL_p3_03513.txt,128,2.28,0.530659966,197156.24,163846.9333,147752.2159
WLL_p3_03546.txt,188,2.676470588,1.104019081,130693.0625,114199.7143,200573.0004
WLL_p3_03797.txt,92,2.733333333,0.853749898,115755.1538,84834.77778,109565.0238
